adjective,noun,article,adj_article,llama_405b_base_judgment
tip,toe,a,a,rarely
purple,crayon,a,a,never
building,marker,a,a,never
red,card,a,a,about half the time
mommy,hand,a,a,never
tea,pickle,a,a,never
baby,alligator,an,a,sometimes
jelly,bagel,a,a,never
hot,stove,a,a,almost always
cable,run,a,a,about half the time
purple,reindeer,a,a,never
yellow,roller,a,a,never
green,yogurt,,,never
grey,label,a,a,about half the time
pink,scarf,a,a,rarely
hairless,cat,a,a,rarely
hand,washing,,,almost always
teen,movie,a,a,rarely
fuel,tank,a,a,always
brown,monkey,a,a,never
red,pea,a,a,never
apple,core,a,an,never
walking,stick,a,a,never
fuzzy,blanket,a,a,often
wet,hand,a,a,never
red,bow,a,a,never
slave,driver,a,a,always
yellow,leg,a,a,sometimes
organ,pipe,a,an,never
farmer,man,a,a,never
pink,rectangle,a,a,always
ear,hole,a,an,never
ice,box,a,an,about half the time
yogurt,raisin,a,a,never
pink,lip,a,a,almost always
grey,cap,a,a,rarely
orange,button,a,an,almost always
dark,glasses,,,rarely
top,model,a,a,never
floor,tiling,,,always
fruit,cake,a,a,about half the time
squirt,guns,a,a,never
pencil,case,a,a,never
purple,shovel,a,a,never
red,rod,a,a,never
yellow,triangle,a,a,always
red,leaf,a,a,rarely
red,square,a,a,always
dark,yard,a,a,never
dance,floor,a,a,rarely
furry,puppy,a,a,always
orange,container,a,an,never
daddy,picture,a,a,rarely
pickle,sandwich,a,a,never
station,sign,a,a,about half the time
sweet,packet,a,a,often
bright,hair,,,never
fire,engine,an,a,about half the time
whale,shark,a,a,never
bald,eagle,an,a,rarely
square,piece,a,a,almost always
cream,sandwich,a,a,sometimes
locked,door,a,a,sometimes
yellow,elephant,an,a,never
bubble,clown,a,a,always
toy,board,a,a,never
scout,tent,a,a,rarely
yellow,piggie,a,a,almost always
green,fish,a,a,about half the time
giant,one,a,a,about half the time
market,day,a,a,sometimes
school,call,a,a,sometimes
acid,soil,,,almost always
sweet,person,a,a,about half the time
quarter,motor,a,a,rarely
granola,bar,a,a,never
bunny,hole,a,a,never
wine,purse,a,a,never
freeze,tag,a,a,never
yellow,colors,a,a,never
boy,drink,a,a,never
finger,food,,,sometimes
purple,ark,an,a,rarely
boat,singing,,,never
bloody,day,a,a,rarely
pottery,room,a,a,never
chicken,mushroom,a,a,often
giant,potato,a,a,rarely
color,orange,an,a,almost always
round,glasses,,,often
wildlife,park,a,a,about half the time
child,seat,a,a,rarely
sweet,home,a,a,almost always
hair,day,a,a,never
dozen,egg,an,a,about half the time
doggy,bin,a,a,never
dinosaur,blanket,a,a,always
wall,light,a,a,sometimes
school,playground,a,a,often
red,bead,a,a,sometimes
paper,boy,a,a,rarely
purple,worm,a,a,never
sleep,walking,,,rarely
dirty,car,a,a,almost always
blind,mommy,a,a,never
sugar,spoon,a,a,often
key,lock,a,a,about half the time
dirty,pillow,a,a,never
kitchen,light,a,a,never
night,cream,,,never
round,tablet,a,a,never
tennis,ball,a,a,sometimes
green,scissors,,,never
grilled,cheese,,,never
rainbow,parrot,a,a,never
pool,table,a,a,sometimes
call,box,a,a,always
female,crab,a,a,always
board,book,a,a,never
bridesmaid,dress,a,a,sometimes
oatmeal,breakfast,a,an,about half the time
teddy,snack,a,a,never
red,cone,a,a,never
cheese,sandwich,a,a,sometimes
mama,duck,a,a,about half the time
round,penny,a,a,always
chain,saw,a,a,often
holly,leaf,a,a,rarely
ginger,wine,,,rarely
flat,floor,a,a,never
woman,sitting,a,a,never
kettle,boiling,,,never
grassy,piece,a,a,always
flower,border,a,a,never
yellow,star,a,a,never
oil,taste,a,an,almost always
orange,taste,a,an,almost always
steam,roller,a,a,never
jazz,band,a,a,never
fish,net,a,a,often
baby,dinosaur,a,a,never
furry,duck,a,a,never
dance,room,a,a,never
green,diamond,a,a,never
alligator,green,,,almost always
soy,milk,,,often
fuzzy,poodle,a,a,always
girl,toy,a,a,never
orange,tower,a,an,never
red,face,a,a,never
shot,guns,a,a,about half the time
music,box,a,a,almost always
fat,leg,a,a,sometimes
yellow,pail,a,a,never
baking,bread,,,never
cocktail,bar,a,a,often
pirate,beard,a,a,about half the time
red,hair,,,rarely
drum,body,a,a,never
hand,dress,a,a,never
breakfast,bar,a,a,rarely
dough,rise,a,a,never
seedless,grape,a,a,often
television,licence,a,a,never
toy,soldier,a,a,never
woman,show,a,a,always
dark,brown,,,sometimes
frog,umbrella,an,a,always
wing,color,a,a,always
flip,flop,a,a,always
green,honey,,,never
strawberry,milk,,,never
dark,food,,,often
wet,baby,a,a,almost always
bunny,show,a,a,never
giant,seal,a,a,rarely
snack,honey,,,never
ferry,boat,a,a,rarely
pink,juice,,,rarely
school,day,a,a,always
navy,sweater,a,a,often
milk,bottle,a,a,almost always
pirate,station,a,a,never
yellow,shovel,a,a,sometimes
flower,seed,a,a,never
picnic,basket,a,a,never
fish,song,a,a,never
orange,finger,a,an,never
paint,stamping,,,often
bright,child,a,a,sometimes
round,knob,a,a,often
attic,bedroom,a,an,never
orange,collection,a,an,never
driving,horse,a,a,often
thick,one,a,a,never
fish,cake,a,a,rarely
plastic,edging,,,rarely
outside,building,a,an,always
pie,baking,,,sometimes
giant,dog,a,a,sometimes
singing,song,a,a,always
cat,food,,,never
office,clerk,a,an,almost always
guitar,player,a,a,about half the time
dark,purple,,,almost always
fire,pole,a,a,never
sweat,shirt,a,a,about half the time
iron,board,a,an,never
wooden,stair,a,a,about half the time
pink,lipstick,,,always
green,container,a,a,never
bubble,gun,a,a,never
yellow,airplane,an,a,never
yellow,lion,a,a,often
back,leg,a,a,often
leg,bone,a,a,rarely
salad,sandwich,a,a,rarely
red,gate,a,a,never
orange,eye,an,an,never
girl,potty,a,a,never
dinosaur,arm,an,a,never
orange,boat,a,an,never
yellow,marker,a,a,always
whey,curd,a,a,about half the time
fat,piggie,a,a,often
red,box,a,a,sometimes
office,girl,a,an,never
gold,sky,a,a,never
electronics,firm,a,an,sometimes
chair,seat,a,a,always
dirty,guy,a,a,often
metallic,bronze,,,sometimes
yellow,arrow,an,a,rarely
owl,book,a,an,always
juice,box,a,a,never
sweet,granny,a,a,almost always
dirty,spoon,a,a,about half the time
snow,falling,,,rarely
dark,woods,,,sometimes
pink,door,a,a,never
mermaid,leg,a,a,never
fat,guy,a,a,sometimes
wooden,shoe,a,a,rarely
pink,lemonade,,,rarely
show,office,an,a,often
dolly,guy,a,a,always
green,jelly,,,rarely
shoe,museum,a,a,rarely
assistant,manager,a,an,rarely
green,vacuum,a,a,never
yellow,track,a,a,never
skunk,salad,a,a,never
circle,piece,a,a,never
top,side,a,a,never
water,pill,a,a,sometimes
traffic,light,a,a,often
puppy,guy,a,a,often
pink,sandal,a,a,rarely
kitty,litter,,,never
frown,face,a,a,always
grey,beard,a,a,almost always
gold,cap,a,a,never
dead,brain,a,a,always
stand,point,a,a,never
bear,pants,,,often
lunch,plate,a,a,sometimes
candy,dish,a,a,about half the time
bunny,mama,a,a,never
green,paper,a,a,never
mommy,baby,a,a,never
octopus,tentacle,a,an,always
slide,honey,,,never
yellow,bin,a,a,about half the time
fat,girl,a,a,sometimes
draw,prize,a,a,almost always
round,hole,a,a,never
fire,side,a,a,never
grilled,sandwich,a,a,rarely
purple,screw,a,a,never
flat,one,a,a,never
rain,shower,a,a,often
wooden,trough,a,a,always
road,racing,,,often
orange,grey,,,never
daddy,dinosaur,a,a,never
shop,floor,a,a,often
potato,salad,a,a,rarely
gold,necklace,a,a,almost always
family,day,a,a,about half the time
mommy,talk,a,a,almost always
throw,pillow,a,a,almost always
baby,powder,,,about half the time
spray,bubble,a,a,rarely
pink,purse,a,a,never
onion,sandwich,a,an,never
rum,truffle,a,a,often
pink,leg,a,a,never
kid,book,a,a,sometimes
leather,case,a,a,almost always
orange,hand,a,an,rarely
green,tea,,,about half the time
giant,fire,,,always
book,sticker,a,a,never
lollipop,wand,a,a,rarely
forty,eight,an,a,never
gram,jar,a,a,never
coffee,pot,a,a,always
tile,pattern,a,a,often
green,truck,a,a,rarely
baby,dish,a,a,never
cloth,heart,a,a,never
fruit,punch,a,a,never
dark,ring,a,a,never
green,eel,an,a,never
hamburger,meat,,,often
back,hoe,a,a,always
hot,tank,a,a,never
yellow,shelf,a,a,never
purple,pear,a,a,never
sweet,shrimp,,,never
mud,pot,a,a,about half the time
bell,sticker,a,a,always
brandy,butter,,,never
pink,car,a,a,never
spanking,spot,a,a,never
yellow,grey,,,never
ball,player,a,a,always
checkout,girl,a,a,never
cut,bread,,,always
plastic,wrap,a,a,often
cooking,chocolate,,,never
orange,belt,a,an,never
purple,pickle,a,a,never
yellow,fat,,,always
wheat,cookie,a,a,never
oyster,cracker,a,an,rarely
elephant,scale,a,an,always
yellow,cap,a,a,about half the time
oval,piece,a,an,never
flag,drawer,a,a,about half the time
elephant,toy,a,an,rarely
grocery,list,a,a,about half the time
red,diamond,a,a,never
outside,wind,,,almost always
sail,boat,a,a,sometimes
round,wheel,a,a,never
bunny,slipper,a,a,never
hot,sandwich,a,a,never
cub,group,a,a,about half the time
gym,shoe,a,a,often
brother,bunny,a,a,always
orange,car,a,an,rarely
banana,sundae,a,a,often
ladies,mother,a,a,always
pirate,land,,,never
beetle,family,a,a,never
door,casing,a,a,often
mauve,ring,a,a,never
hot,book,a,a,never
nut,juice,,,never
octopus,talon,a,an,never
cash,book,a,a,often
motor,bridge,a,a,never
oatmeal,raisin,a,an,rarely
red,digger,a,a,never
page,boy,a,a,about half the time
metal,edge,an,a,never
top,butter,,,never
bright,boy,a,a,often
round,sun,,,always
car,tire,a,a,always
gas,man,a,a,rarely
green,spoon,a,a,never
hail,storm,a,a,rarely
yellow,noodle,a,a,always
taller,tower,a,a,sometimes
uniform,skirt,a,a,rarely
sunset,sky,a,a,sometimes
firework,factory,a,a,never
naked,girl,a,a,sometimes
fish,stick,a,a,never
red,cow,a,a,rarely
pink,nose,a,a,about half the time
fat,bird,a,a,sometimes
red,corner,a,a,always
green,hand,a,a,never
yellow,coat,a,a,rarely
forty,inch,an,a,never
pink,eye,an,a,rarely
pink,hippo,a,a,never
stain,varnish,,,sometimes
hot,blanket,a,a,sometimes
house,spider,a,a,never
swimming,pool,a,a,almost always
mama,hat,a,a,never
taller,ceiling,a,a,rarely
police,guard,a,a,always
giant,sundial,a,a,rarely
putty,hand,a,a,always
mud,trail,a,a,sometimes
circus,baby,a,a,never
furry,guy,a,a,never
oatmeal,bowl,a,an,always
green,heart,a,a,never
sugar,fat,,,always
orange,structure,a,an,rarely
hot,whisky,,,never
outside,theater,a,an,rarely
grey,snow,,,never
phone,call,a,a,always
bug,book,a,a,rarely
charcoal,grill,a,a,about half the time
stairs,toy,a,a,never
purple,sandbox,a,a,never
frog,hat,a,a,never
yellow,radiator,a,a,never
purple,chalk,,,never
green,turtle,a,a,almost always
chocolate,dough,,,rarely
pink,edge,an,a,sometimes
girl,bunny,a,a,always
tennis,shoe,a,a,often
pork,chop,a,a,always
pillar,box,a,a,always
orange,juice,,,always
plastic,wateringcan,a,a,sometimes
pink,shirt,a,a,rarely
muffin,man,a,a,never
dragon,piece,a,a,never
bar,lounge,a,a,rarely
baby,carrot,a,a,sometimes
corn,cookie,a,a,never
cream,cone,a,a,never
mama,lion,a,a,about half the time
plant,house,a,a,never
light,weight,a,a,about half the time
bear,costume,a,a,sometimes
cheese,bag,a,a,rarely
dirty,floor,a,a,about half the time
yellow,crayon,a,a,about half the time
fish,seafood,,,always
picture,window,a,a,sometimes
goldfish,jumping,,,never
bowler,hat,a,a,rarely
draw,ticket,a,a,rarely
hive,bee,a,a,always
smoke,tablet,a,a,about half the time
baby,puppy,a,a,always
picture,card,a,a,about half the time
child,person,a,a,never
green,tree,a,a,almost always
cheese,stick,a,a,never
fork,lift,a,a,sometimes
peach,cobbler,a,a,never
toast,cheese,,,never
purple,grey,,,never
shoe,shop,a,a,always
orange,tractor,a,an,never
flat,box,a,a,never
yellow,lemon,a,a,always
toy,house,a,a,never
red,gravy,,,never
grill,pan,a,a,never
toy,block,a,a,almost always
bear,face,a,a,often
terrace,house,a,a,sometimes
red,plate,a,a,never
apple,pie,a,an,rarely
hot,food,,,often
wooden,box,a,a,about half the time
daddy,tiger,a,a,sometimes
green,sword,a,a,never
fatty,lady,a,a,often
rain,forest,a,a,rarely
jelly,bean,a,a,never
casserole,dish,a,a,never
baby,seat,a,a,never
butt,cheek,a,a,almost always
licorice,snack,a,a,never
green,box,a,a,never
hot,cream,,,rarely
wood,chip,a,a,almost always
cooking,meal,a,a,almost always
round,puzzle,a,a,rarely
magnet,toy,a,a,rarely
sketchbook,pad,a,a,almost always
slippery,bug,a,a,never
phone,card,a,a,rarely
puzzle,game,a,a,often
sleeveless,suit,a,a,never
dark,orange,an,a,almost always
camping,school,a,a,never
daddy,bear,a,a,rarely
fish,dinner,a,a,almost always
room,closet,a,a,always
purple,arm,an,a,never
calendar,date,a,a,always
pink,cookie,a,a,always
trash,bin,a,a,always
honey,bee,a,a,sometimes
yellow,honey,,,about half the time
pinky,toe,a,a,always
bright,colors,a,a,often
red,truck,a,a,sometimes
rail,road,a,a,never
hot,date,a,a,always
light,grate,a,a,never
dead,cereal,,,never
letter,factory,a,a,never
baby,animal,an,a,rarely
yellow,lemonade,,,always
green,paint,,,never
lawn,mower,a,a,always
tape,head,a,a,never
dill,pickle,a,a,rarely
chocolate,frog,a,a,never
mud,pit,a,a,almost always
green,grey,,,never
rusty,nail,a,a,rarely
text,book,a,a,sometimes
sunny,road,a,a,often
hand,motor,a,a,always
machine,smock,a,a,never
lego,boy,a,a,rarely
film,star,a,a,rarely
sugar,mama,a,a,never
baby,ice,,,rarely
red,shirt,a,a,never
paint,tray,a,a,rarely
fat,finger,a,a,almost always
umbrella,stick,a,an,never
orange,apple,an,an,never
toddler,toy,a,a,about half the time
mama,bear,a,a,always
sugar,cookie,a,a,sometimes
pink,limousine,a,a,never
yellow,butterfly,a,a,never
round,side,a,a,never
turtle,brown,,,never
ball,bat,a,a,about half the time
pussy,hair,,,sometimes
puppy,blanket,a,a,sometimes
dead,bug,a,a,rarely
color,circle,a,a,sometimes
hot,oil,,,always
rope,walker,a,a,never
walking,boot,a,a,never
bird,bath,a,a,rarely
family,exercise,an,a,never
key,chain,a,a,about half the time
dressing,room,a,a,rarely
round,egg,an,a,always
meat,sandwich,a,a,about half the time
kissing,hand,a,a,never
fish,bowl,a,a,never
bubble,flavor,a,a,rarely
spider,leg,a,a,never
lego,person,a,a,often
railway,line,a,a,never
marble,flooring,,,never
veggie,cheese,,,never
mail,box,a,a,sometimes
gum,drop,a,a,never
fish,eye,an,a,never
bear,hunter,a,a,never
mutant,toy,a,a,rarely
birth,month,a,a,always
purple,balloon,a,a,rarely
purple,phone,a,a,rarely
floor,board,a,a,sometimes
brother,chick,a,a,never
hot,bag,a,a,never
record,player,a,a,never
pink,whale,a,a,never
dirty,milk,,,never
frog,girl,a,a,never
cream,truck,a,a,never
feather,painting,a,a,always
outside,shoe,a,an,always
red,piece,a,a,never
strawberry,chocolate,,,rarely
braid,hair,,,never
orange,sugar,,,never
face,cake,a,a,sometimes
net,curtain,a,a,rarely
lady,toy,a,a,never
pink,cap,a,a,almost always
breaking,limb,a,a,never
red,tree,a,a,never
daddy,cow,a,a,never
painting,bib,a,a,never
broken,tool,a,a,never
circus,police,,,never
silky,thread,a,a,about half the time
pink,dress,a,a,sometimes
crusty,top,a,a,sometimes
brown,shorts,,,rarely
baby,goat,a,a,sometimes
fat,milk,,,often
foil,tray,a,a,never
prize,game,a,a,rarely
vitamin,pill,a,a,about half the time
dark,lollipop,a,a,never
sea,picture,a,a,never
purple,pepper,a,a,never
breakfast,cereal,,,always
milk,mustache,a,a,about half the time
red,wine,,,always
red,milk,,,never
fruit,stall,a,a,never
fuzzy,flower,a,a,never
hot,cloth,a,a,never
junction,box,a,a,almost always
yellow,bus,a,a,sometimes
music,hall,a,a,never
cooking,breakfast,a,a,rarely
fish,game,a,a,sometimes
girl,deer,a,a,about half the time
purple,puppy,a,a,never
brake,drum,a,a,never
yogurt,juice,,,never
baby,owl,an,a,rarely
bakery,bread,,,almost always
cheese,slice,a,a,always
table,leg,a,a,sometimes
turtle,orange,an,a,never
conveyor,belt,a,a,rarely
fat,marker,a,a,almost always
snow,fight,a,a,almost always
fishing,hole,a,a,rarely
burnt,rubber,,,rarely
hot,honey,,,rarely
snow,night,a,a,about half the time
hot,sausage,a,a,sometimes
round,clock,a,a,always
pear,tree,a,a,never
green,stool,a,a,rarely
pink,stair,a,a,never
carat,ring,a,a,always
fur,coat,a,a,never
skate,boarding,,,never
fold,laundry,,,sometimes
closet,chair,a,a,always
giant,belt,a,a,about half the time
library,tray,a,a,rarely
pink,tool,a,a,about half the time
magazine,rack,a,a,never
car,station,a,a,never
sea,turtle,a,a,never
material,flower,a,a,about half the time
baby,seal,a,a,never
pirate,costume,a,a,about half the time
cow,boy,a,a,never
yellow,paint,,,rarely
toy,baby,a,a,never
solid,tape,a,a,almost always
yellow,balloon,a,a,never
wet,face,a,a,rarely
orange,hamster,a,an,often
green,hair,,,never
water,kitty,a,a,rarely
hot,pattern,a,a,never
purple,dude,a,a,never
hot,fan,a,a,rarely
bottom,jaw,a,a,always
gold,bag,a,a,never
stud,dog,a,a,rarely
purple,wiggle,a,a,about half the time
bright,tomato,a,a,always
night,raccoon,a,a,never
marmalade,fish,a,a,never
wedding,ring,a,a,sometimes
twin,room,a,a,always
wiggle,worm,a,a,always
breakfast,egg,an,a,never
fishing,rod,a,a,never
yellow,cup,a,a,rarely
foam,piece,a,a,always
aluminum,rod,a,an,almost always
plastic,tray,a,a,almost always
gas,mask,a,a,never
yellow,wing,a,a,about half the time
hot,ice,,,never
paint,shirt,a,a,sometimes
red,shoe,a,a,rarely
coffee,break,a,a,always
cuckoo,clock,a,a,rarely
girl,cup,a,a,almost always
toucan,bird,a,a,about half the time
green,pencil,a,a,never
family,feast,a,a,almost always
circus,bus,a,a,never
money,machine,a,a,never
elephant,brooch,a,an,almost always
elephant,crying,,,never
spiral,grip,a,a,about half the time
furry,cat,a,a,never
baby,cup,a,a,always
paper,cut,a,a,rarely
toy,bag,a,a,about half the time
car,carrier,a,a,about half the time
tree,top,a,a,about half the time
fat,cat,a,a,sometimes
suction,cup,a,a,rarely
red,licorice,,,about half the time
wet,suit,a,a,never
hot,car,a,a,never
outside,piece,a,an,always
pink,suit,a,a,never
tennis,racket,a,a,about half the time
green,cookie,a,a,never
flying,dragon,a,a,never
dog,dance,a,a,about half the time
bunny,jumping,,,always
ultrasound,picture,a,an,almost always
sliced,potato,a,a,never
giant,tower,a,a,always
male,lead,a,a,almost always
velvet,slipper,a,a,always
frog,jump,a,a,rarely
push,bike,a,a,often
face,guy,a,a,sometimes
ant,block,a,an,never
tile,floor,a,a,about half the time
bouncing,spot,a,a,always
turtle,hat,a,a,rarely
plastic,truck,a,a,almost always
baby,eagle,an,a,rarely
red,ocean,an,a,never
ball,man,a,a,almost always
wet,road,a,a,rarely
furry,coach,a,a,sometimes
red,bracelet,a,a,never
red,candy,,,always
shower,curtain,a,a,often
jacket,top,a,a,sometimes
cough,drop,a,a,always
fish,egg,an,a,rarely
picnic,table,a,a,sometimes
elf,talk,a,an,sometimes
one,piece,a,a,never
yellow,ribbon,a,a,never
yellow,feather,a,a,never
red,juice,,,sometimes
worm,poop,,,never
home,page,a,a,always
strawberry,yogurt,,,often
triangle,toast,,,sometimes
sperm,cell,a,a,never
puppy,print,a,a,never
bottom,light,a,a,about half the time
red,gym,a,a,often
green,carrot,a,a,never
yellow,knee,a,a,never
purple,footprint,a,a,never
hot,shake,a,a,never
teddy,home,a,a,about half the time
twin,tub,a,a,never
diaper,baby,a,a,always
back,plate,a,a,never
hot,piece,a,a,often
red,bottom,a,a,about half the time
red,tongue,a,a,always
ball,bunny,a,a,never
red,green,,,never
bear,growl,a,a,almost always
door,speaker,a,a,sometimes
purple,room,a,a,never
prawn,cocktail,a,a,never
boy,bed,a,a,never
brown,sweater,a,a,sometimes
chocolate,cookie,a,a,sometimes
surface,dwelling,a,a,about half the time
purple,jacket,a,a,never
red,snake,a,a,never
mommy,cup,a,a,never
octopus,spying,,,never
animal,picture,a,an,always
pond,deer,a,a,rarely
children,slip,a,a,always
dark,pink,,,never
army,man,a,an,often
bean,bag,a,a,never
dirty,mouse,a,a,always
sweatshirt,top,a,a,never
tuna,fish,a,a,never
night,sign,a,a,never
burger,bar,a,a,rarely
penguin,body,a,a,never
cream,chocolate,,,almost always
dolphin,show,a,a,never
hot,wax,,,always
wet,spot,a,a,almost always
furry,gorilla,a,a,always
stuffed,puppy,a,a,rarely
scout,badge,a,a,always
blowing,kiss,a,a,never
dead,leaf,a,a,often
thick,noodle,a,a,rarely
bubble,blower,a,a,never
purple,bird,a,a,never
brown,tree,a,a,always
fire,station,a,a,about half the time
mama,rabbit,a,a,sometimes
square,box,a,a,never
garbage,truck,a,a,rarely
red,oval,an,a,never
bank,manager,a,a,about half the time
top,lip,a,a,always
red,butterfly,a,a,never
farm,book,a,a,never
welding,rod,a,a,almost always
nylon,bag,a,a,always
purple,ear,an,a,never
ballet,slipper,a,a,never
ball,mitt,a,a,almost always
boy,mouth,a,a,always
sycamore,tree,a,a,almost always
wet,shirt,a,a,never
roll,marble,a,a,always
giant,ball,a,a,never
purple,cow,a,a,never
poison,rattlesnake,a,a,always
color,green,,,always
cupboard,door,a,a,sometimes
brown,piece,a,a,never
singing,contest,a,a,about half the time
yellow,head,a,a,never
furry,teddy,a,a,almost always
dirty,corner,a,a,always
dish,wash,a,a,always
bright,crayon,a,a,always
concrete,path,a,a,never
green,block,a,a,never
wet,panty,a,a,never
railroad,track,a,a,almost always
ninja,turtle,a,a,never
green,bed,a,a,never
heart,muscle,a,a,about half the time
purple,salad,a,a,never
foot,piece,a,a,never
baby,jogger,a,a,never
street,car,a,a,almost always
hall,closet,a,a,about half the time
yellow,chair,a,a,never
furry,costume,a,a,rarely
soap,bottle,a,a,often
grey,shorts,,,never
mommy,bear,a,a,almost always
blind,spot,a,a,sometimes
purple,kangaroo,a,a,always
house,beam,a,a,never
castle,book,a,a,never
rectangle,book,a,a,never
sand,block,a,a,never
cement,truck,a,a,rarely
grey,cat,a,a,sometimes
oven,mitt,a,an,almost always
fruit,shop,a,a,sometimes
muscle,man,a,a,rarely
giant,gorilla,a,a,almost always
shadow,line,a,a,always
strawberry,patch,a,a,never
movie,theater,a,a,often
cat,litter,,,never
snow,melt,a,a,about half the time
dark,light,a,a,always
elephant,book,a,an,never
yellow,cartridge,a,a,always
food,card,a,a,never
round,hoop,a,a,always
pink,sand,,,rarely
yellow,box,a,a,always
light,beam,a,a,never
fish,sticker,a,a,rarely
baby,alarm,an,a,never
foot,radiator,a,a,never
foot,pruner,a,a,almost always
raspberry,patch,a,a,never
pine,tree,a,a,sometimes
purple,cap,a,a,rarely
block,house,a,a,almost always
ant,trap,a,an,always
orange,drop,a,an,never
wooden,track,a,a,often
petrol,tank,a,a,always
caramel,cluster,a,a,rarely
shrub,border,a,a,about half the time
pointy,tip,a,a,always
car,park,a,a,rarely
aphid,sandwich,a,an,never
yellow,neon,,,never
bubble,world,a,a,never
yellow,horse,a,a,almost always
ostrich,leg,a,an,never
coffee,grinder,a,a,always
skunk,stew,a,a,never
red,bat,a,a,rarely
video,recorder,a,a,rarely
wet,mommy,a,a,rarely
pita,bread,,,never
striped,worm,a,a,about half the time
bum,worker,a,a,about half the time
hot,day,a,a,sometimes
silk,worm,a,a,rarely
fish,market,a,a,rarely
water,bridge,a,a,almost always
purple,fish,a,a,rarely
lace,cover,a,a,almost always
sugar,water,,,sometimes
flat,mat,a,a,always
wife,battering,a,a,never
slippery,soap,,,almost always
paper,airplane,an,a,never
olive,oil,,,often
sweet,sauce,,,never
blind,eye,an,a,often
people,zombie,a,a,almost always
bedroom,room,a,a,sometimes
soy,sauce,,,never
sea,mammal,a,a,rarely
silky,ear,an,a,never
church,minister,a,a,sometimes
red,paper,a,a,never
dirty,laundry,,,always
bubble,blow,a,a,always
wooden,sword,a,a,rarely
flat,land,,,never
pink,ring,a,a,never
boy,pants,,,never
popcorn,maker,a,a,rarely
dress,clothes,,,rarely
school,bus,a,a,sometimes
fat,baby,a,a,sometimes
furniture,shop,a,a,rarely
pull,toy,a,a,never
brown,squirrel,a,a,almost always
farm,truck,a,a,rarely
curry,rice,,,rarely
vanilla,cookie,a,a,sometimes
red,block,a,a,almost always
round,ball,a,a,always
green,chest,a,a,never
people,group,a,a,almost always
train,yard,a,a,sometimes
aquarium,car,a,an,never
mural,show,a,a,rarely
daddy,kiss,a,a,never
squid,soda,,,never
red,wing,a,a,never
food,group,a,a,sometimes
thick,head,a,a,never
sweet,pepper,a,a,often
yellow,collar,a,a,never
yellow,chick,a,a,almost always
striped,fish,a,a,rarely
wooden,spoon,a,a,always
red,boot,a,a,never
green,money,,,always
fuzzy,tail,a,a,almost always
purple,color,a,a,always
fold,blanket,a,a,almost always
yellow,bib,a,a,never
upstairs,cafe,a,an,never
game,mommy,a,a,often
witch,castle,a,a,always
dead,horse,a,a,always
train,piece,a,a,never
stroke,room,a,a,almost always
red,circle,a,a,never
thick,marmalade,,,almost always
rainbow,crayon,a,a,never
princess,puzzle,a,a,never
purple,pentagon,a,a,sometimes
flying,horse,a,a,never
orange,planet,a,an,never
glass,house,a,a,rarely
brown,dot,a,a,never
screw,driver,a,a,rarely
wet,snow,,,sometimes
solid,door,a,a,always
yellow,dinosaur,a,a,always
giant,piece,a,a,always
purple,scribble,a,a,rarely
lego,girl,a,a,often
grey,cloud,a,a,never
dark,pet,a,a,almost always
daddy,elephant,an,a,always
dirty,pamper,a,a,never
town,clerk,a,a,almost always
freeze,pop,a,a,never
naked,baby,a,a,almost always
wet,glue,,,rarely
farm,dog,a,a,almost always
alphabet,toy,a,an,rarely
toast,stick,a,a,never
lace,curtain,a,a,always
meat,pie,a,a,never
lily,pad,a,a,never
blond,girl,a,a,often
dairy,barn,a,a,about half the time
green,casing,a,a,never
dead,man,a,a,always
red,pickle,a,a,rarely
baby,cot,a,a,often
yoyo,ball,a,a,never
fish,animal,an,a,never
elephant,leg,a,an,rarely
table,tennis,,,never
skunk,baby,a,a,never
water,tank,a,a,often
ant,powder,,,rarely
brass,plate,a,a,never
yellow,tape,a,a,never
head,stand,a,a,often
purple,heart,a,a,about half the time
tv,retailer,a,a,about half the time
purple,dress,a,a,rarely
broom,sweep,a,a,sometimes
staff,entertainment,,,about half the time
car,stair,a,a,never
floor,face,a,a,almost always
bright,man,a,a,often
dress,ring,a,a,never
bowl,bud,a,a,always
green,mouth,a,a,never
strawberry,cream,,,never
dog,house,a,a,rarely
laughing,baby,a,a,almost always
mirror,tile,a,a,often
freezing,plant,a,a,about half the time
worm,food,,,always
bubble,maker,a,a,sometimes
bubble,soup,,,never
dog,park,a,a,rarely
fairy,baby,a,a,never
pink,ball,a,a,never
classroom,window,a,a,sometimes
purple,snake,a,a,never
mud,line,a,a,always
office,group,a,an,almost always
glass,cover,a,a,never
pet,food,,,about half the time
frog,house,a,a,never
mouse,driver,a,a,almost always
wet,filter,a,a,never
flip,top,a,a,never
red,sand,,,sometimes
hot,room,a,a,rarely
purple,soda,,,never
toy,ship,a,a,sometimes
daddy,book,a,a,always
game,contestant,a,a,never
red,bunny,a,a,rarely
ear,phone,a,an,always
dinosaur,sticker,a,a,rarely
green,train,a,a,rarely
dirty,honey,,,never
shoe,horn,a,a,never
bunny,cloud,a,a,never
red,cherry,a,a,always
candy,bag,a,a,about half the time
green,pop,a,a,never
dog,cheese,,,almost always
yellow,dot,a,a,rarely
cough,medicine,,,rarely
hot,potato,a,a,rarely
ball,game,a,a,sometimes
mail,person,a,a,sometimes
green,paddle,a,a,never
