...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
1759,51962,9,10,and old other bones and possessions including shield comb brooch last weekend it was found.,comb,brooch,brooch,compound,TRUE,comb,cabnc_utts_udpipe,comb,brooch,adult,NA,NA,NA
1760,52564,3,4,half a dozen apples if they're cheap.,dozen,apples,apple,compound,TRUE,dozen,cabnc_utts_udpipe,dozen,appl,adult,NA,NA,NA
1761,52842,19,20,Well really when you think it's only the same way as er laying the hose amongst your flower beds For cats.,flower,beds,bed,compound,TRUE,flower,cabnc_utts_udpipe,flower,bed,adult,NA,NA,NA
1762,52897,9,10,There's only one skirting board and the pipe cover.,pipe,cover,cover,compound,TRUE,pipe,cabnc_utts_udpipe,pipe,cover,adult,NA,NA,NA
1763,52987,4,5,It is a stain varnish,stain,varnish,varnish,compound,TRUE,stain,cabnc_utts_udpipe,stain,varnish,adult,NA,NA,NA
1764,53170,11,13,Have to keep our eyes open for a decent er path cutter hedge cutter you know.,path,hedge,hedge,compound,FALSE,path,cabnc_utts_udpipe,path,hedg,adult,NA,NA,NA
1765,53170,12,13,Have to keep our eyes open for a decent er path cutter hedge cutter you know.,cutter,hedge,hedge,compound,TRUE,cutter,cabnc_utts_udpipe,cutter,hedg,adult,NA,NA,NA
1766,53170,13,14,Have to keep our eyes open for a decent er path cutter hedge cutter you know.,hedge,cutter,cutter,compound,TRUE,hedge,cabnc_utts_udpipe,hedg,cutter,adult,NA,NA,NA
1767,53239,10,13,I think last time I looked at the hire list price price list.,list,list,list,compound,FALSE,list,cabnc_utts_udpipe,list,list,adult,NA,NA,NA
1768,53469,4,5,That is the village hall yeah Mm Oh Mm,village,hall,hall,compound,TRUE,village,cabnc_utts_udpipe,villag,hall,adult,NA,NA,NA
1769,53571,7,8,But as the girl in the post office said erm it's usually different here than the weather forecast which is probably is the gulf stream.,post,office,office,compound,TRUE,post,cabnc_utts_udpipe,post,offic,adult,NA,NA,NA
1770,53571,25,26,But as the girl in the post office said erm it's usually different here than the weather forecast which is probably is the gulf stream.,gulf,stream,stream,compound,TRUE,gulf,cabnc_utts_udpipe,gulf,stream,adult,NA,NA,NA
1771,53574,11,12,when it comes to looking for x-ray or path lab or whatever it is but finding your way out Very seldom they have continuing er continuity of markers saying exit you know or this way out.,path,lab,lab,compound,TRUE,path,cabnc_utts_udpipe,path,lab,adult,NA,NA,NA
1772,53578,6,7,Not short on the emergency exit signs but yeah exactly Mm I mean once you've got in But once you've gone down and turned left then turned right and gone ahead.,exit,signs,sign,compound,TRUE,exit,cabnc_utts_udpipe,exit,sign,adult,NA,NA,NA
1773,53706,4,5,On the left hand side and erm it's pretty near the main road.,hand,side,side,compound,TRUE,hand,cabnc_utts_udpipe,hand,side,adult,NA,NA,NA
1774,53980,4,5,and from the junction box to the actual immersion heater itself.,junction,box,box,compound,TRUE,junction,cabnc_utts_udpipe,junction,box,adult,NA,NA,NA
1775,54032,13,14,And those pipes were where the circs where the the where the pipe run to the hot water tap in the kitchen And to the bathroom.,pipe,run,run,compound,TRUE,pipe,cabnc_utts_udpipe,pipe,run,adult,NA,NA,NA
1776,54032,18,19,And those pipes were where the circs where the the where the pipe run to the hot water tap in the kitchen And to the bathroom.,water,tap,tap,compound,TRUE,water,cabnc_utts_udpipe,water,tap,adult,NA,NA,NA
1777,54050,7,8,So you'll have the hot water pipe to supply the hot tap.,water,pipe,pipe,compound,TRUE,water,cabnc_utts_udpipe,water,pipe,adult,NA,NA,NA
1778,54052,4,5,And the cold water feeds by the er header tank in the loft.,water,feeds,feed,compound,TRUE,water,cabnc_utts_udpipe,water,feed,adult,NA,NA,NA
1779,54052,9,10,And the cold water feeds by the er header tank in the loft.,header,tank,tank,compound,TRUE,header,cabnc_utts_udpipe,header,tank,adult,NA,NA,NA
1780,54281,6,7,It's probably their own quiz game then is it Or panel game or.,quiz,game,game,compound,TRUE,quiz,cabnc_utts_udpipe,quiz,game,adult,NA,NA,NA
1781,54281,12,13,It's probably their own quiz game then is it Or panel game or.,panel,game,game,compound,TRUE,panel,cabnc_utts_udpipe,panel,game,adult,NA,NA,NA
1782,54486,7,8,Erm it's exactly the same varnish stain as this.,varnish,stain,stain,compound,TRUE,varnish,cabnc_utts_udpipe,varnish,stain,adult,NA,NA,NA
1783,54494,25,27,First of all what's the best stripping medium Whether it's gon na be gentle heat whether it's gon na be varnish stripper Paint stripper What the hell And then see the go on.,stripper,stripper,stripper,compound,FALSE,stripper,cabnc_utts_udpipe,stripper,stripper,adult,NA,NA,NA
1784,54517,10,11,Yes it is And do you know the old bog door it's the same colour as next door's Or was I should say.,bog,door,door,compound,TRUE,bog,cabnc_utts_udpipe,bog,door,adult,NA,NA,NA
1785,54690,11,12,I've found out how to get rid of the cat scratching.,cat,scratching,scratching,compound,TRUE,cat,cabnc_utts_udpipe,cat,scratch,adult,NA,NA,NA
1786,54694,4,5,pellets of er lion dung.,lion,dung,dung,compound,TRUE,lion,cabnc_utts_udpipe,lion,dung,adult,NA,NA,NA
1787,54747,11,12,It's a kind of a a type of mini greenhouse greenhouses and frames er the prices.,greenhouse,greenhouses,greenhouse,compound,TRUE,greenhouse,cabnc_utts_udpipe,greenhous,greenhous,adult,NA,NA,NA
1788,54749,15,16,It takes your breath away A tiny little thing of the size of a tomato house.,tomato,house,house,compound,TRUE,tomato,cabnc_utts_udpipe,tomato,hous,adult,NA,NA,NA
1789,54855,19,20,Oh one or two of them were they I can remember one quite clearly that absolutely dog rotten window frames.,window,frames,frame,compound,TRUE,window,cabnc_utts_udpipe,window,frame,adult,NA,NA,NA
1790,54924,13,14,You walked in the front door and you quickly walked out the back door,back,door,door,compound,TRUE,back,cabnc_utts_udpipe,back,door,adult,NA,NA,NA
1791,55115,13,14,It won't scream anyway I mean short of replacing the whole door casing which I'm not going to do yeah.,door,casing,casing,compound,TRUE,door,cabnc_utts_udpipe,door,case,adult,NA,NA,NA
1792,55145,10,11,Well the first houseplant I ever bought was a money tree,money,tree,tree,compound,TRUE,money,cabnc_utts_udpipe,monei,tree,adult,NA,NA,NA
1793,55161,18,19,It I've lo it says here I've looked with envy at at other people's money trees in full flower So how big do they.,money,trees,tree,compound,TRUE,money,cabnc_utts_udpipe,monei,tree,adult,NA,NA,NA
1794,55317,9,10,But you know how it is it's family ties and kids growing up and then they grow up and have families of their own then you get tied to the ch grandchildren or what have you I've been pushing for a long time but erm down here Well I have a brother-in-law living in Stainton,family,ties,tie,compound,TRUE,family,cabnc_utts_udpipe,famili,ti,adult,NA,NA,NA
1795,55319,2,3,Manchester lion board of directors very very full of himself.,lion,board,board,compound,TRUE,lion,cabnc_utts_udpipe,lion,board,adult,NA,NA,NA
1796,55399,16,17,A niece of mine living in tells me that it's picking up slightly the property market Would you agree with that or I find that hard to believe.,property,market,market,compound,TRUE,property,cabnc_utts_udpipe,properti,market,adult,NA,NA,NA
1797,55496,18,19,Hang on hang on hang on I can run the car round the other side of the car park.,car,park,park,compound,TRUE,car,cabnc_utts_udpipe,car,park,adult,NA,NA,NA
1798,55506,9,10,Well you want to go to this other car park for Boots don't you.,car,park,park,compound,TRUE,car,cabnc_utts_udpipe,car,park,adult,NA,NA,NA
1799,55588,17,18,Well not really we've got one and we've got a big multi- storey car park.,car,park,park,compound,TRUE,car,cabnc_utts_udpipe,car,park,adult,NA,NA,NA
1800,55957,9,10,degree of light I should say from that street lighting but not an awful lot.,street,lighting,lighting,compound,TRUE,street,cabnc_utts_udpipe,street,light,adult,NA,NA,NA
1801,55986,2,3,A railway line in No no Actually it's quite attractive.,railway,line,line,compound,TRUE,railway,cabnc_utts_udpipe,railwai,line,adult,NA,NA,NA
1802,56002,21,22,Well there was at the time obviously Cos do you remember there was that erm monstrous creation I should say erection erection for erm.,erection,erection,erection,compound,TRUE,erection,cabnc_utts_udpipe,erect,erect,adult,NA,NA,NA
1803,56020,3,4,erm solid concrete path in the centre Who the hell.,concrete,path,path,compound,TRUE,concrete,cabnc_utts_udpipe,concret,path,adult,NA,NA,NA
1804,56061,1,2,country road single track in a lot of directions.,country,road,road,compound,TRUE,country,cabnc_utts_udpipe,countri,road,adult,NA,NA,NA
1805,56061,2,4,country road single track in a lot of directions.,road,track,track,compound,FALSE,road,cabnc_utts_udpipe,road,track,adult,NA,NA,NA
1806,56088,8,9,Oh I know the ce oh the ceiling rose they're horrible those old things aren't they.,ceiling,rose,rise,compound,TRUE,ceiling,cabnc_utts_udpipe,ceil,rose,adult,NA,NA,NA
1807,56094,5,6,not a sign of paper boy,paper,boy,boy,compound,TRUE,paper,cabnc_utts_udpipe,paper,boi,adult,NA,NA,NA
1808,56256,4,5,Mm Did the tea towel go pink.,tea,towel,towel,compound,TRUE,tea,cabnc_utts_udpipe,tea,towel,adult,NA,NA,NA
1809,56308,3,4,These are pit houses but they can't do nowt about these because they're on the main road you see,pit,houses,house,compound,TRUE,pit,cabnc_utts_udpipe,pit,hous,adult,NA,NA,NA
1810,57071,41,44,I ain't no building them just to get all out and up done I mean the programme now looks crowded but when you look at the new programme it's just full there's nowhere else and no more room in them boxes to write my instead of one every two three months there's four and five every month starts something.,room,boxes,box,compound,FALSE,room,cabnc_utts_udpipe,room,box,adult,NA,NA,NA
1811,57374,38,39,It was I remember reading in the paper that it's been it's been filmed at a house which no one's ever been allowed to go in even the great sort of one of these country mansions it was not Bradley Hall.,country,mansions,mansion,compound,TRUE,country,cabnc_utts_udpipe,countri,mansion,adult,NA,NA,NA
1812,57378,4,5,It was some country mansion in Oxfordshire you know.,country,mansion,mansion,compound,TRUE,country,cabnc_utts_udpipe,countri,mansion,adult,NA,NA,NA
1813,57519,9,10,We can offer you you know a nice twin room.,twin,room,room,compound,TRUE,twin,cabnc_utts_udpipe,twin,room,adult,NA,NA,NA
1814,57943,6,7,Well er he came the taxi man you see and Irene I don't know what what was up with her because she gets my little bag into the taxi leaves all the doors wide open.,taxi,man,man,compound,TRUE,taxi,cabnc_utts_udpipe,taxi,man,adult,NA,NA,NA
1815,57945,11,12,And I'm jigging out with another bag and the taxi man says er no are there any more people I said no I said Ooh I said she's not lo I said eh what about the doors.,taxi,man,man,compound,TRUE,taxi,cabnc_utts_udpipe,taxi,man,adult,NA,NA,NA
1816,57995,17,18,So he he as I was talking to her last night on the phone the front door bell's going and it's our Fred from next door right looking after her and bringing forms for her to fill in to get dial-a-ride,door,bell,bell,compound,TRUE,door,cabnc_utts_udpipe,door,bell,adult,NA,NA,NA
1817,58009,5,6,first time that the church warden came for her to go to church she fell getting out of his car.,church,warden,warden,compound,TRUE,church,cabnc_utts_udpipe,church,warden,adult,NA,NA,NA
1818,58146,11,12,Because you go in and they've got this new entrance hall.,entrance,hall,hall,compound,TRUE,entrance,cabnc_utts_udpipe,entranc,hall,adult,NA,NA,NA
1819,58164,19,20,And at this church we got there early and the soon as we walked in there the the church warden says toilets are there,church,warden,warden,compound,TRUE,church,cabnc_utts_udpipe,church,warden,adult,NA,NA,NA
1820,58209,13,14,So anyway we'd had a good look round and this ch church warden said hey you'd better go and get some seats cos it's going to get Now you've come early he said have a sit there he said and you'll see everything.,church,warden,warden,compound,TRUE,church,cabnc_utts_udpipe,church,warden,adult,NA,NA,NA
1821,58383,10,11,all two minutes I thought oh she's brought song books home she's keen and enthusiastic with.,song,books,book,compound,TRUE,song,cabnc_utts_udpipe,song,book,adult,NA,NA,NA
1822,58443,7,8,at the bottom then about six foot gap and then.,foot,gap,gap,compound,TRUE,foot,cabnc_utts_udpipe,foot,gap,adult,NA,NA,NA
1823,58624,18,19,got the keys out pressed the alarm hello I'm quite impressed cos my car's a scrap heap.,scrap,heap,heap,compound,TRUE,scrap,cabnc_utts_udpipe,scrap,heap,adult,NA,NA,NA
1824,58767,15,16,But there are all sorts of reasons why we don't get that news one guy said well if we wanted to do it I know if we wanted to make the news that according to the level of human suffering we'd start off with Ethiopia then we'd have the Kurdish problem and you know just made a living of disaster areas around the world he said we might of finished up with a light hearted discussion on the poll tax you know as the as the light the lightener at the end of the news if you like and our what news we receive here depends on our perception of the world but mainly it's the other way round our perception of the world is is what you know what it or rather the news that we get actually manufactures our perception of the world,one,guy,guy,compound,TRUE,one,cabnc_utts_udpipe,on,gui,adult,NA,NA,NA
1825,58804,20,21,okay can anybody think of anything that you eat that comes from somewhere else To eat or drink got coffee tea.,coffee,tea,tea,compound,TRUE,coffee,cabnc_utts_udpipe,coffe,tea,adult,NA,NA,NA
