adjective,noun,most_common_feature,most_common_feature_rating
hair,cut,hair,5
,,,
football,teacher,school,6
,,,
duffel,coat,NA,NA
,,,
dirty,box,clean,5
,,,
dirty,movie,clean,5
,,,
daddy,chin,NA,NA
,,,
candy,gum,plain,5
,,,
bus,driver,car,6
,,,
green,land,green,5
,,,
dirty,vent,dirty,4
,,,
pub,window,house,4
,,,
green,car,black,3
,,,
cut,piece,uncut,5
,,,
yellow,queen,white,4
,,,
hot,wing,cool,6
,,,
wooden,animal,flesh,6
,,,
mommy,bird,NA,NA
,,,
brown,suit,black,4
,,,
baby,chicken,adult,6
,,,
body,wash,body,4
,,,
orange,sword,grey,6
,,,
yellow,shoe,black,5
,,,
orange,tree,apple,3
,,,
back,page,middle,6
,,,
taxi,man,NA,NA
,,,
yellow,row,NA,NA
,,,
bacon,casserole,tatertot,3
,,,
green,knight,grey,3
,,,
ginger,ale,ginger,4
,,,
yellow,wedge,NA,NA
,,,
toy,box,NA,NA
,,,
song,sheet,information,4
,,,
pelican,crossing,human,5
,,,
hot,juice,cool,6
,,,
doll,dress,human,6
,,,
yellow,pig,pink,7
,,,
hot,cross,cool,6
,,,
flower,pan,cake,4
,,,
dog,joint,human,3
,,,
poop,factory,toy,3
,,,
flower,room,plain,6
,,,
bear,shoe,human,6
,,,
diamond,rock,plain,6
,,,
blond,captain,brunette,6
,,,
header,tank,NA,NA
,,,
color,knight,NA,NA
,,,
dad,hand,NA,NA
,,,
ice,truck,water,5
,,,
water,bottle,water,5
,,,
yellow,fire,orange,5
,,,
step,mother,birth,5
,,,
bright,feather,dull,6
,,,
machine,gun,hand,4
,,,
hairy,finger,hairless,4
,,,
yellow,bead,clear,4
,,,
brown,floor,brown,4
,,,
dump,truck,transport,5
,,,
print,shop,grocery,3
,,,
yellow,sheep,white,6
,,,
hot,pink,hot,4
,,,
daddy,headache,NA,NA
,,,
dog,hair,human,3
,,,
girl,shoe,NA,NA
,,,
toilet,paper,work,4
,,,
sand,toy,plastic,5
,,,
blind,person,sighted,6
,,,
lighter,colors,medium,5
,,,
orange,paint,NA,NA
,,,
pussy,cat,pussy,7
,,,
flat,bed,flat,6
,,,
orange,hat,grey,3
,,,
night,kiss,day,5
,,,
yellow,van,white,4
,,,
color,petal,color,6
,,,
bear,puzzle,human,6
,,,
carrier,bag,carrier,6
,,,
wolf,hound,dog,6
,,,
wet,floor,dry,6
,,,
pooper,scooper,NA,NA
,,,
lollipop,stick,tree,6
,,,
sweat,top,NA,NA
,,,
back,cellar,down,7
,,,
macaroni,cheese,plain,5
,,,
violin,group,NA,NA
,,,
nail,cut,hair,6
,,,
farm,machine,city,4
,,,
baby,tiger,adult,6
,,,
curly,hair,straight,4
,,,
candy,house,wood,5
,,,
wood,hardware,metal,6
,,,
hermit,crab,hermit,3
,,,
ankle,sock,crew,4
,,,
strawberry,flower,NA,NA
,,,
broken,car,working,6
,,,
coffee,cup,water,5
,,,
cut,hair,uncut,5
,,,
hot,towel,cool,6
,,,
mommy,horse,NA,NA
,,,
fish,finger,human,3
,,,
chipmunk,song,human,6
,,,
frog,leg,human,3
,,,
giant,bucket,medium,5
,,,
hot,boil,hot,7
,,,
pink,snow,white,7
,,,
red,pin,white,5
,,,
rain,bow,rain,3
,,,
red,colors,NA,NA
,,,
dish,soap,hand,5
,,,
mommy,duck,NA,NA
,,,
hair,ball,plastic,5
,,,
thick,marker,medium,4
,,,
dirty,pajamas,clean,6
,,,
bow,tie,straight,6
,,,
solar,house,NA,NA
,,,
purple,monkey,brown,5
,,,
hot,grill,cold,5
,,,
climbing,stair,climbing,6
,,,
purple,cartridge,NA,NA
,,,
saw,puzzle,NA,NA
,,,
shortbread,cookie,vanilla,4
,,,
car,parking,car,6
,,,
farm,instrument,home,4
,,,
dirty,room,clean,5
,,,
troll,person,human,7
,,,
drawing,office,working,6
,,,
shaving,mirror,bathroom,5
,,,
thick,rope,medium,5
,,,
orange,bird,black,5
,,,
lighter,snack,medium,5
,,,
red,hamster,brown,6
,,,
split,cup,whole,6
,,,
orange,color,NA,NA
,,,
purple,stick,brown,6
,,,
gold,helmet,black,3
,,,
mother,bear,NA,NA
,,,
puzzle,board,NA,NA
,,,
sand,castle,stone,6
,,,
mail,truck,transport,5
,,,
red,bowl,white,4
,,,
strawberry,lemonade,yellow,5
,,,
gold,shoe,brown,5
,,,
fat,brush,thin,5
,,,
top,cap,top,6
,,,
red,doggie,NA,NA
,,,
tea,cake,NA,NA
,,,
wet,diaper,dry,5
,,,
mechanic,shop,NA,NA
,,,
army,officer,police,5
,,,
bear,book,human,7
,,,
cream,tub,NA,NA
,,,
secretary,treasurer,deputy,5
,,,
ferry,crossing,train,4
,,,
purple,octopus,purple,5
,,,
oatmeal,bite,NA,NA
,,,
glass,building,steel,5
,,,
dirty,finger,clean,6
,,,
toddler,bed,adult,6
,,,
circus,man,NA,NA
,,,
cut,glass,growing,5
,,,
dark,color,NA,NA
,,,
hot,bottle,cool,6
,,,
barge,person,NA,NA
,,,
yellow,tooth,white,6
,,,
pitch,fork,dining,6
,,,
driving,instructor,school,5
,,,
astronaut,hat,NA,NA
,,,
bear,cry,NA,NA
,,,
bay,window,normal,5
,,,
berry,patch,grass,3
,,,
piano,player,guitar,5
,,,
bedside,table,kitchen,3
,,,
dead,person,alive,5
,,,
bird,cave,spider,5
,,,
gold,coin,iron,5
,,,
engine,oil,NA,NA
,,,
green,pot,brown,4
,,,
ocean,animal,land,5
,,,
cheese,ball,cheese,4
,,,
red,bicycle,black,5
,,,
turkey,breast,chicken,5
,,,
hairy,spider,hairy,6
,,,
apple,juice,apple,3
,,,
paper,sticker,plastic,6
,,,
air,balloon,air,6
,,,
mud,pie,bread,6
,,,
orange,circle,NA,NA
,,,
star,fish,NA,NA
,,,
fish,lip,human,3
,,,
orange,broom,black,4
,,,
paint,plaster,NA,NA
,,,
dance,contest,sports,5
,,,
hot,chocolate,cool,6
,,,
green,elephant,grey,7
,,,
flower,day,NA,NA
,,,
orange,pentagon,NA,NA
,,,
student,band,student,4
,,,
pink,milk,white,5
,,,
milk,shake,milk,6
,,,
yellow,plastic,white,4
,,,
daddy,car,daddy,5
,,,
wet,tarmac,dry,6
,,,
pink,blanket,white,3
,,,
shovel,fork,NA,NA
,,,
fat,piggy,fat,6
,,,
sugar,cone,sugar,5
,,,
glass,washer,plastic,6
,,,
silver,penny,copper,6
,,,
sugar,syrup,sugar,7
,,,
cookie,blob,NA,NA
,,,
donut,chair,NA,NA
,,,
watch,strap,watch,5
,,,
top,cream,NA,NA
,,,
brown,teddy,brown,6
,,,
red,purple,purple,7
,,,
blooming,month,nonblooming,5
,,,
bloody,coconut,clean,6
,,,
game,tile,building,5
,,,
circle,drawing,NA,NA
,,,
fat,belly,medium,5
,,,
puffy,cloud,puffy,4
,,,
dirty,outside,dirty,6
,,,
book,tray,food,5
,,,
red,blood,red,6
,,,
cream,taste,NA,NA
,,,
grey,tights,black,5
,,,
sword,fight,fist,5
,,,
female,alligator,NA,NA
,,,
dark,turquoise,light,5
,,,
check,mark,NA,NA
,,,
throw,toy,play,5
,,,
back,line,middle,5
,,,
silky,mask,plastic,4
,,,
potato,chip,potato,5
,,,
stand,firm,stand,6
,,,
cut,trunk,uncut,6
,,,
red,mark,black,5
,,,
powder,paint,liquid,6
,,,
broken,crayon,working,6
,,,
mail,uniform,police,5
,,,
police,man,NA,NA
,,,
yellow,taxi,yellow,6
,,,
river,path,field,3
,,,
flat,tire,full,6
,,,
brown,horse,brown,5
,,,
purple,dot,black,5
,,,
cranberry,juice,apple,3
,,,
fire,fighter,fire,5
,,,
ocean,wave,ocean,6
,,,
red,paint,NA,NA
,,,
red,dot,black,5
,,,
orange,leaflet,white,4
,,,
red,cab,yellow,6
,,,
triangle,roof,triangle,5
,,,
plastic,cup,plastic,5
,,,
ant,trail,human,4
,,,
seat,belt,NA,NA
,,,
bread,box,NA,NA
,,,
yellow,car,black,5
,,,
mud,color,NA,NA
,,,
orange,shovel,grey,5
,,,
red,picture,NA,NA
,,,
orange,macaroni,yellow,6
,,,
orange,screw,grey,5
,,,
head,shot,NA,NA
,,,
snowy,day,clear,5
,,,
road,track,NA,NA
,,,
green,wall,white,4
,,,
hot,steam,hot,7
,,,
hot,mess,hot,3
,,,
drummer,boy,NA,NA
,,,
market,stall,market,2
,,,
turtle,magazine,human,6
,,,
orange,packet,white,3
,,,
home,movie,home,5
,,,
red,cape,black,3
,,,
weeping,willow,weeping,7
,,,
red,bone,white,7
,,,
oil,barrel,oil,3
,,,
shirt,top,shirt,6
,,,
purple,frog,green,4
,,,
children,book,adult,5
,,,
purple,bubble,clear,5
,,,
sweet,potato,plain,4
,,,
village,hall,city,4
,,,
lacrosse,stick,lacrosse,4
,,,
snake,tongue,human,3
,,,
bread,knife,butter,4
,,,
bake,cookie,bake,7
,,,
hare,lip,human,3
,,,
pink,pants,grey,5
,,,
red,lip,red,5
,,,
batman,shoe,human,4
,,,
dark,room,dark,5
,,,
dark,paint,medium,5
,,,
dinosaur,egg,chicken,6
,,,
wooden,horse,flesh,6
,,,
oval,circle,circle,7
,,,
kid,game,kid,5
,,,
purple,basket,brown,4
,,,
purple,bead,clear,5
,,,
orange,tiger,orange,6
,,,
hot,corn,cool,5
,,,
ballet,dress,everyday,6
,,,
fish,puppet,human,6
,,,
purple,patch,NA,NA
,,,
green,bear,black,5
,,,
bread,dough,bread,6
,,,
grey,hair,brown,5
,,,
document,file,document,5
,,,
bedroom,flat,bedroom,6
,,,
yellow,kite,NA,NA
,,,
pitcher,glove,skier,3
,,,
ink,pad,NA,NA
,,,
mouse,ear,human,3
,,,
pink,cup,white,4
,,,
red,belly,white,3
,,,
orange,crayon,blue,3
,,,
ankle,boot,crew,6
,,,
dog,bun,NA,NA
,,,
bus,puzzle,house,6
,,,
green,leg,white,3
,,,
dirty,food,clean,5
,,,
hamburger,bun,hamburger,3
,,,
soccer,ball,golf,3
,,,
jean,jacket,down,4
,,,
green,chair,brown,5
,,,
yellow,stick,brown,6
,,,
leaf,pile,leaf,5
,,,
red,luggage,brown,5
,,,
orange,sequin,NA,NA
,,,
dirty,garbage,Dirty,7
,,,
wash,cloth,Clothing,5
,,,
green,bubble,Clear,6
,,,
upstairs,toy,NA,NA
,,,
balloon,popping,NA,NA
,,,
yellow,mountain,Green,4
,,,
water,line,fiberoptic,5
,,,
top,piece,NA,NA
,,,
straw,cup,plastic,5
,,,
red,lead,grey,5
,,,
snack,boy,NA,NA
,,,
circle,puzzle,rectangle,5
,,,
banana,chip,potato,5
,,,
apple,cider,apple,4
,,,
snowman,melt,snow,6
,,,
skate,board,skate,4
,,,
grocery,warehouse,general,6
,,,
wheel,chair,stationary,6
,,,
baby,bag,adult,6
,,,
wood,box,plastic,4
,,,
car,ferry,people,5
,,,
red,tights,black,5
,,,
smiley,face,smiley,6
,,,
crystal,piece,plastic,5
,,,
cherry,vanilla,plain,6
,,,
bath,room,bath,3
,,,
yellow,match,red,6
,,,
student,nurse,professional,5
,,,
baby,cat,adult,6
,,,
orange,ball,white,4
,,,
firehouse,lunch,NA,NA
,,,
red,tractor,green,3
,,,
bowling,alley,NA,NA
,,,
snow,ball,leather,4
,,,
pink,teddy,brown,5
,,,
toy,man,flesh,5
,,,
purple,mouse,brown,6
,,,
baby,bath,adult,6
,,,
green,house,NA,NA
,,,
red,dandelion,white,7
,,,
frozen,shoulder,unfrozen,6
,,,
hot,milk,cold,5
,,,
vinegar,bottle,NA,NA
,,,
color,book,uncolored,5
,,,
company,software,consumer,5
,,,
red,border,black,5
,,,
oak,tree,maple,3
,,,
music,note,NA,NA
,,,
mommy,hair,mommy,5
,,,
top,branch,middle,5
,,,
burglar,alarm,security,4
,,,
office,key,house,5
,,,
green,toe,white,4
,,,
movie,channel,NA,NA
,,,
dune,buggy,dune,6
,,,
yellow,green,green,7
,,,
red,pig,pink,7
,,,
exterior,light,interior,5
,,,
plastics,company,tech,3
,,,
yellow,chalk,white,5
,,,
baby,clothes,adult,6
,,,
park,parade,NA,NA
,,,
bike,ride,car,5
,,,
car,seat,NA,NA
,,,
hot,doggy,cool,4
,,,
pink,sock,white,3
,,,
green,dress,NA,NA
,,,
sea,shell,sea,6
,,,
copy,cat,NA,NA
,,,
yellow,square,NA,NA
,,,
wall,drawer,wall,6
,,,
maple,sugar,artificial,5
,,,
snow,hill,snowless,6
,,,
sky,color,earth,5
,,,
day,school,day,5
,,,
vanilla,wafer,vanilla,5
,,,
peacock,feather,chicken,5
,,,
flat,fish,flat,5
,,,
garden,sign,NA,NA
,,,
cream,cheese,block,4
,,,
hair,barrette,hair,7
,,,
orange,zebra,mixed,7
,,,
bear,tooth,human,3
,,,
cheese,sauce,NA,NA
,,,
blood,checker,NA,NA
,,,
bright,leaf,bright,5
,,,
brown,ale,brown,6
,,,
red,sifter,grey,4
,,,
color,leg,color,6
,,,
purple,light,white,5
,,,
wrap,present,wrap,4
,,,
frozen,lip,unfrozen,6
,,,
puppy,bark,dog,6
,,,
letter,side,NA,NA
,,,
model,girl,normal,6
,,,
horse,shoeing,NA,NA
,,,
coal,block,wood,4
,,,
green,triangle,NA,NA
,,,
red,cap,white,5
,,,
rectangle,door,rectangle,6
,,,
purple,submarine,grey,6
,,,
orange,bud,green,6
,,,
mommy,parrot,NA,NA
,,,
belly,button,belly,6
,,,
round,carpet,rectangular,5
,,,
orange,noodle,tan,5
,,,
baby,tooth,adult,6
,,,
plastic,lid,plastic,5
,,,
rain,umbrella,rain,7
,,,
shore,island,shore,7
,,,
brown,guy,white,3
,,,
cigarette,smoking,cigarette,5
,,,
green,pea,green,6
,,,
bear,cookie,human,6
,,,
picnic,blanket,bed,5
,,,
tobacco,jar,NA,NA
,,,
baby,girl,child,5
,,,
outside,toy,inside,5
,,,
pointy,fish,pointy,4
,,,
shoe,rack,clothes,5
,,,
bubble,game,NA,NA
,,,
head,pirate,NA,NA
,,,
web,site,web,6
,,,
gold,medal,gold,5
,,,
brake,dust,NA,NA
,,,
mama,deer,NA,NA
,,,
bicycle,store,grocery,3
,,,
orange,peach,orange,5
,,,
red,seat,black,4
,,,
hay,stack,NA,NA
,,,
brown,trunk,elephant,5
,,,
brush,handle,door,3
,,,
family,room,single,4
,,,
orange,letter,black,5
,,,
grassy,field,grassy,5
,,,
fish,fin,fish,6
,,,
stegosaurus,strike,human,5
,,,
knight,costume,NA,NA
,,,
executive,committee,junior,5
,,,
potato,scoop,icecream,4
,,,
red,star,white,7
,,,
cannon,ball,sport,5
,,,
flat,house,nonflat,6
,,,
trash,can,soda,6
,,,
yellow,blanket,white,4
,,,
green,shovel,grey,5
,,,
cardboard,house,wood,5
,,,
round,wall,flat,6
,,,
red,edge,NA,NA
,,,
orange,train,grey,4
,,,
wooden,leg,flesh,3
,,,
pink,bottle,clear,5
,,,
tip,toe,flat,6
,,,
purple,crayon,NA,NA
,,,
building,marker,field,3
,,,
red,card,white,5
,,,
mommy,hand,NA,NA
,,,
tea,pickle,NA,NA
,,,
baby,alligator,adult,6
,,,
jelly,bagel,plain,4
,,,
hot,stove,cool,5
,,,
cable,run,NA,NA
,,,
purple,reindeer,brown,5
,,,
yellow,roller,brown,5
,,,
green,yogurt,white,6
,,,
grey,label,NA,NA
,,,
pink,scarf,black,3
,,,
hairless,cat,hair,5
,,,
hand,washing,hand,5
,,,
teen,movie,adult,6
,,,
fuel,tank,fuel,4
,,,
brown,monkey,brown,6
,,,
red,pea,green,6
,,,
apple,core,NA,NA
,,,
walking,stick,normal,6
,,,
fuzzy,blanket,smooth,5
,,,
wet,hand,dry,5
,,,
red,bow,NA,NA
,,,
slave,driver,car,6
,,,
yellow,leg,NA,NA
,,,
organ,pipe,organ,5
,,,
farmer,man,farmer,4
,,,
pink,rectangle,NA,NA
,,,
ear,hole,ear,2
,,,
ice,box,NA,NA
,,,
yogurt,raisin,plain,5
,,,
pink,lip,pink,6
,,,
grey,cap,white,4
,,,
orange,button,NA,NA
,,,
dark,glasses,light,5
,,,
top,model,middle,5
,,,
floor,tiling,floor,5
,,,
fruit,cake,flour,6
,,,
squirt,guns,bullet,6
,,,
pencil,case,phone,4
,,,
purple,shovel,grey,4
,,,
red,rod,NA,NA
,,,
yellow,triangle,NA,NA
,,,
red,leaf,green,6
,,,
red,square,NA,NA
,,,
dark,yard,light,4
,,,
dance,floor,house,4
,,,
furry,puppy,furry,7
,,,
orange,container,NA,NA
,,,
daddy,picture,people,6
,,,
pickle,sandwich,meat,5
,,,
station,sign,road,3
,,,
sweet,packet,sweet,4
,,,
bright,hair,dark,5
,,,
fire,engine,car,5
,,,
whale,shark,tiger,2
,,,
bald,eagle,golden,2
,,,
square,piece,NA,NA
,,,
cream,sandwich,meat,5
,,,
locked,door,locked,5
,,,
yellow,elephant,grey,5
,,,
bubble,clown,NA,NA
,,,
toy,board,NA,NA
,,,
scout,tent,hiker,5
,,,
yellow,piggie,pink,6
,,,
green,fish,blue,3
,,,
giant,one,medium,5
,,,
market,day,normal,6
,,,
school,call,home,5
,,,
acid,soil,neutral,6
,,,
sweet,person,neutral,4
,,,
quarter,motor,full,6
,,,
granola,bar,granola,3
,,,
bunny,hole,ant,4
,,,
wine,purse,money,5
,,,
freeze,tag,elimination,5
,,,
yellow,colors,NA,NA
,,,
boy,drink,NA,NA
,,,
finger,food,meal,4
,,,
purple,ark,brown,7
,,,
boat,singing,home,4
,,,
bloody,day,clean,6
,,,
pottery,room,bath,3
,,,
chicken,mushroom,NA,NA
,,,
giant,potato,medium,5
,,,
color,orange,fruit,4
,,,
round,glasses,rectangular,5
,,,
wildlife,park,wildlife,5
,,,
child,seat,adult,6
,,,
sweet,home,NA,NA
,,,
hair,day,hair,6
,,,
dozen,egg,dozen,5
,,,
doggy,bin,NA,NA
,,,
dinosaur,blanket,human,5
,,,
wall,light,ceiling,5
,,,
school,playground,school,4
,,,
red,bead,clear,4
,,,
paper,boy,flesh,6
,,,
purple,worm,tan,5
,,,
sleep,walking,awake,6
,,,
dirty,car,clean,4
,,,
blind,mommy,sighted,6
,,,
sugar,spoon,general,5
,,,
key,lock,key,5
,,,
dirty,pillow,clean,5
,,,
kitchen,light,hallway,3
,,,
night,cream,day,5
,,,
round,tablet,rectangular,5
,,,
tennis,ball,golf,5
,,,
green,scissors,grey,5
,,,
grilled,cheese,ungrilled,6
,,,
rainbow,parrot,rainbow,4
,,,
pool,table,kitchen,4
,,,
call,box,NA,NA
,,,
female,crab,NA,NA
,,,
board,book,paper,5
,,,
bridesmaid,dress,normal,6
,,,
oatmeal,breakfast,NA,NA
,,,
teddy,snack,human,6
,,,
red,cone,white,3
,,,
cheese,sandwich,meat,5
,,,
mama,duck,NA,NA
,,,
round,penny,round,7
,,,
chain,saw,straight,6
,,,
holly,leaf,fern,3
,,,
ginger,wine,grape,6
,,,
flat,floor,flat,6
,,,
woman,sitting,NA,NA
,,,
kettle,boiling,pot,5
,,,
grassy,piece,NA,NA
,,,
flower,border,plain,6
,,,
yellow,star,white,5
,,,
oil,taste,food,6
,,,
orange,taste,food,6
,,,
steam,roller,foam,3
,,,
jazz,band,indie,5
,,,
fish,net,fish,4
,,,
baby,dinosaur,adult,1
,,,
furry,duck,feathery,7
,,,
dance,room,bed,3
,,,
green,diamond,clear,5
,,,
alligator,green,NA,NA
,,,
soy,milk,dairy,5
,,,
fuzzy,poodle,furry,7
,,,
girl,toy,NA,NA
,,,
orange,tower,NA,NA
,,,
red,face,white,3
,,,
shot,guns,hand,4
,,,
music,box,NA,NA
,,,
fat,leg,medium,5
,,,
yellow,pail,grey,5
,,,
baking,bread,sliced,5
,,,
cocktail,bar,drinks,6
,,,
pirate,beard,human,7
,,,
red,hair,brown,5
,,,
drum,body,NA,NA
,,,
hand,dress,body,7
,,,
breakfast,bar,drinks,5
,,,
dough,rise,dough,6
,,,
seedless,grape,seed,5
,,,
television,licence,drivers,5
,,,
toy,soldier,real,5
,,,
woman,show,man,5
,,,
dark,brown,NA,NA
,,,
frog,umbrella,human,7
,,,
wing,color,NA,NA
,,,
flip,flop,flip,7
,,,
green,honey,golden,6
,,,
strawberry,milk,plain,6
,,,
dark,food,NA,NA
,,,
wet,baby,dry,6
,,,
bunny,show,human,6
,,,
giant,seal,medium,5
,,,
snack,honey,meal,4
,,,
ferry,boat,cargo,4
,,,
pink,juice,brown,5
,,,
school,day,school,5
,,,
navy,sweater,grey,4
,,,
milk,bottle,water,5
,,,
pirate,station,gas,3
,,,
yellow,shovel,grey,5
,,,
flower,seed,plant,6
,,,
picnic,basket,food,4
,,,
fish,song,human,6
,,,
orange,finger,white,3
,,,
paint,stamping,ink,5
,,,
bright,child,normal,4
,,,
round,knob,round,6
,,,
attic,bedroom,house,5
,,,
orange,collection,coin,2
,,,
driving,horse,work,5
,,,
thick,one,medium,4
,,,
fish,cake,flour,6
,,,
plastic,edging,NA,NA
,,,
outside,building,outside,7
,,,
pie,baking,cookie,3
,,,
giant,dog,medium,5
,,,
singing,song,singing,7
,,,
cat,food,human,5
,,,
office,clerk,NA,NA
,,,
guitar,player,guitar,3
,,,
dark,purple,NA,NA
,,,
fire,pole,building,4
,,,
sweat,shirt,T,4
,,,
iron,board,wood,6
,,,
wooden,stair,wooden,4
,,,
pink,lipstick,red,5
,,,
green,container,NA,NA
,,,
bubble,gun,bullet,6
,,,
yellow,airplane,white,6
,,,
yellow,lion,golden,6
,,,
back,leg,NA,NA
,,,
leg,bone,arm,3
,,,
salad,sandwich,meat,5
,,,
red,gate,NA,NA
,,,
orange,eye,brown,5
,,,
girl,potty,human,6
,,,
dinosaur,arm,human,3
,,,
orange,boat,white,3
,,,
yellow,marker,black,5
,,,
whey,curd,cheese,3
,,,
fat,piggie,fat,6
,,,
red,box,brown,4
,,,
office,girl,school,5
,,,
gold,sky,blue,5
,,,
electronics,firm,NA,NA
,,,
chair,seat,chair,6
,,,
dirty,guy,clean,6
,,,
metallic,bronze,metallic,7
,,,
yellow,arrow,NA,NA
,,,
owl,book,human,7
,,,
juice,box,NA,NA
,,,
sweet,granny,sweet,5
,,,
dirty,spoon,clean,6
,,,
snow,falling,rain,6
,,,
dark,woods,dark,5
,,,
pink,door,brown,5
,,,
mermaid,leg,human,3
,,,
fat,guy,medium,5
,,,
wooden,shoe,leather,4
,,,
pink,lemonade,yellow,5
,,,
show,office,real,6
,,,
dolly,guy,NA,NA
,,,
green,jelly,purple,5
,,,
shoe,museum,art,5
,,,
assistant,manager,assistant,5
,,,
green,vacuum,NA,NA
,,,
yellow,track,red,5
,,,
skunk,salad,plant,6
,,,
circle,piece,NA,NA
,,,
top,side,side,7
,,,
water,pill,chemical,6
,,,
traffic,light,traffic,5
,,,
puppy,guy,human,7
,,,
pink,sandal,brown,5
,,,
kitty,litter,cat,6
,,,
frown,face,NA,NA
,,,
grey,beard,black,5
,,,
gold,cap,white,5
,,,
dead,brain,alive,5
,,,
stand,point,NA,NA
,,,
bear,pants,human,7
,,,
lunch,plate,dinner,5
,,,
candy,dish,food,6
,,,
bunny,mama,human,4
,,,
green,paper,white,6
,,,
mommy,baby,single,7
,,,
octopus,tentacle,squid,6
,,,
slide,honey,bottle,5
,,,
yellow,bin,NA,NA
,,,
fat,girl,medium,5
,,,
draw,prize,NA,NA
,,,
round,hole,round,6
,,,
fire,side,NA,NA
,,,
grilled,sandwich,ungrilled,5
,,,
purple,screw,grey,6
,,,
flat,one,NA,NA
,,,
rain,shower,rain,6
,,,
wooden,trough,metal,5
,,,
road,racing,road,5
,,,
orange,grey,grey,7
,,,
daddy,dinosaur,NA,NA
,,,
shop,floor,home,4
,,,
potato,salad,plant,5
,,,
gold,necklace,silver,4
,,,
family,day,single,4
,,,
mommy,talk,NA,NA
,,,
throw,pillow,bed,5
,,,
baby,powder,baby,4
,,,
spray,bubble,NA,NA
,,,
pink,purse,NA,NA
,,,
onion,sandwich,meat,5
,,,
rum,truffle,mushroom,6
,,,
pink,leg,NA,NA
,,,
kid,book,adult,6
,,,
leather,case,plastic,5
,,,
orange,hand,white,3
,,,
green,tea,NA,NA
,,,
giant,fire,medium,5
,,,
book,sticker,NA,NA
,,,
lollipop,wand,wooden,5
,,,
forty,eight,NA,NA
,,,
gram,jar,liter,3
,,,
coffee,pot,cooking,5
,,,
tile,pattern,tile,3
,,,
green,truck,grey,4
,,,
baby,dish,adult,6
,,,
cloth,heart,flesh,6
,,,
fruit,punch,fruit,6
,,,
dark,ring,light,5
,,,
green,eel,black,4
,,,
hamburger,meat,hamburger,3
,,,
back,hoe,NA,NA
,,,
hot,tank,cool,5
,,,
yellow,shelf,brown,4
,,,
purple,pear,green,5
,,,
sweet,shrimp,salty,6
,,,
mud,pot,mud,5
,,,
bell,sticker,NA,NA
,,,
brandy,butter,NA,NA
,,,
pink,car,black,4
,,,
spanking,spot,normal,5
,,,
yellow,grey,grey,7
,,,
ball,player,ball,4
,,,
checkout,girl,worker,4
,,,
cut,bread,sliced,5
,,,
plastic,wrap,plastic,6
,,,
cooking,chocolate,candy,5
,,,
orange,belt,brown,5
,,,
purple,pickle,green,6
,,,
yellow,fat,yellow,6
,,,
wheat,cookie,wheat,6
,,,
oyster,cracker,saltine,3
,,,
elephant,scale,human,6
,,,
yellow,cap,black,4
,,,
oval,piece,NA,NA
,,,
flag,drawer,clothes,5
,,,
elephant,toy,human,6
,,,
grocery,list,to-do,4
,,,
red,diamond,clear,4
,,,
outside,wind,outside,5
,,,
sail,boat,motor,6
,,,
round,wheel,round,7
,,,
bunny,slipper,plain,6
,,,
hot,sandwich,cold,5
,,,
cub,group,scout,5
,,,
gym,shoe,walking,5
,,,
brother,bunny,NA,NA
,,,
orange,car,black,4
,,,
banana,sundae,banana,3
,,,
ladies,mother,ladies,7
,,,
pirate,land,government,5
,,,
beetle,family,human,5
,,,
door,casing,NA,NA
,,,
mauve,ring,silver,4
,,,
hot,book,cool,5
,,,
nut,juice,fruit,5
,,,
octopus,talon,bird,6
,,,
cash,book,paper,5
,,,
motor,bridge,stationary,6
,,,
oatmeal,raisin,NA,NA
,,,
red,digger,NA,NA
,,,
page,boy,NA,NA
,,,
metal,edge,rock,6
,,,
top,butter,top,5
,,,
bright,boy,average,5
,,,
round,sun,round,7
,,,
car,tire,car,5
,,,
gas,man,flesh,7
,,,
green,spoon,silver,4
,,,
hail,storm,rain,5
,,,
yellow,noodle,yellow,6
,,,
taller,tower,NA,NA
,,,
uniform,skirt,uniform,5
,,,
sunset,sky,daytime,4
,,,
firework,factory,product,6
,,,
naked,girl,clothed,6
,,,
fish,stick,tree,6
,,,
red,cow,black,3
,,,
pink,nose,white,3
,,,
fat,bird,medium,5
,,,
red,corner,NA,NA
,,,
green,hand,white,3
,,,
yellow,coat,NA,NA
,,,
forty,inch,NA,NA
,,,
pink,eye,brown,5
,,,
pink,hippo,grey,6
,,,
stain,varnish,NA,NA
,,,
hot,blanket,warm,6
,,,
house,spider,outside,6
,,,
swimming,pool,swimming,5
,,,
mama,hat,NA,NA
,,,
taller,ceiling,medium,5
,,,
police,guard,security,4
,,,
giant,sundial,small,6
,,,
putty,hand,flesh,6
,,,
mud,trail,dirt,5
,,,
circus,baby,NA,NA
,,,
furry,guy,hairless,5
,,,
oatmeal,bowl,soup,3
,,,
green,heart,red,6
,,,
sugar,fat,fat,7
,,,
orange,structure,NA,NA
,,,
hot,whisky,cool,6
,,,
outside,theater,inside,6
,,,
grey,snow,white,6
,,,
phone,call,phone,6
,,,
bug,book,human,6
,,,
charcoal,grill,gas,5
,,,
stairs,toy,NA,NA
,,,
purple,sandbox,NA,NA
,,,
frog,hat,human,6
,,,
yellow,radiator,NA,NA
,,,
purple,chalk,white,4
,,,
green,turtle,green,6
,,,
chocolate,dough,plain,6
,,,
pink,edge,NA,NA
,,,
girl,bunny,NA,NA
,,,
