adjective,noun,mean
red,block,2.75
red,blood,5
red,boat,2.75
red,bone,1.75
red,book,2.6666666666666665
red,boot,2.6666666666666665
red,border,2.5
red,bottom,2.6666666666666665
red,bow,3
red,bowl,2.6666666666666665
red,box,3
red,boy,1.5
red,bracelet,2.6666666666666665
red,bridge,2.5
red,broccoli,1
red,brush,3
red,bucket,2.6666666666666665
red,bug,2.6666666666666665
red,bunny,2
red,butterfly,2.75
red,button,3
red,cab,3.3333333333333335
red,caboose,3.5
red,cake,2
red,candy,3
red,cap,2.6666666666666665
red,cape,3.5
red,car,2.5
red,card,3.6666666666666665
red,cheek,2.5
red,cherry,6.333333333333333
red,circle,2.6666666666666665
red,clay,3.3333333333333335
red,clock,2.5
red,coat,3
red,color,2
red,coloring,2.75
red,colors,4
red,cone,2.25
red,controller,2.6666666666666665
red,cookie,2
red,coral,4.333333333333333
red,corner,3
red,cow,1.5
red,crab,5.5
red,crayon,3
red,cup,3
red,cutter,2
red,dandelion,1
red,diamond,2
red,digger,2
red,dinosaur,2.5
red,dog,2
red,doggie,1.6666666666666667
red,door,2.75
red,dot,3
red,dragon,2.6666666666666665
red,dress,3
red,drum,3
red,ear,1
red,edge,1.6666666666666667
red,eight,2
red,eye,2
red,face,3
red,fan,2.6666666666666665
red,fence,2.75
red,fish,3
red,flag,3.5
red,flap,2.6666666666666665
red,flower,2.6666666666666665
red,foot,2
red,fruit,3.3333333333333335
red,gate,2.6666666666666665
red,gecko,2.3333333333333335
red,girl,1.6666666666666667
red,gravy,2.6666666666666665
red,green,1.5
red,grey,1.5
red,guy,2
red,gym,1.5
red,hair,3
red,hamster,1.6666666666666667
red,hand,2
red,handle,2.3333333333333335
red,hat,2.6666666666666665
red,heart,5.666666666666667
red,hexagon,2.6666666666666665
red,hole,1.25
red,honey,2
red,horn,2.3333333333333335
red,horse,2
red,house,3
red,ice,1.6666666666666667
red,jacket,3
red,jeep,3
red,juice,3.6666666666666665
red,jumper,3
red,kite,3
red,knight,1.3333333333333333
red,knob,2
red,lady,1.5
red,ladybug,6
red,lead,1.5
red,leaf,3.6666666666666665
red,letter,2.5
red,licorice,4.75
red,lid,3
red,light,4.333333333333333
red,lip,5.333333333333333
red,lobster,5.666666666666667
red,luggage,3
red,machine,2.3333333333333335
red,man,2
red,mark,3
red,marker,2.6666666666666665
red,match,3
red,meat,3.6666666666666665
red,milk,1.3333333333333333
red,mouse,1.75
red,mouth,4.5
red,nose,2.6666666666666665
red,notebook,3
red,ocean,2
red,onion,3.6666666666666665
red,orange,2.6666666666666665
red,oval,3
red,paint,3.25
red,panda,2.6666666666666665
red,pants,2.75
red,paper,2.6666666666666665
red,pea,1.5
red,penguin,1
red,pepper,3.3333333333333335
red,petal,2.6666666666666665
red,phone,3
red,pickle,1
red,picture,3
red,piece,3
red,pig,2
red,pillow,3
red,pin,3
red,piranha,2.6666666666666665
red,planet,2.75
red,plate,2.75
red,pole,2
red,popsicle,3
red,pot,3.25
red,puck,2
red,punch,4
red,puppy,1.6666666666666667
red,purple,2.3333333333333335
red,race,1
red,railing,2.6666666666666665
red,rectangle,3
red,reindeer,1.5
red,ribbon,4
red,road,1.6666666666666667
red,rod,2.3333333333333335
red,roof,2.75
red,room,3
red,rose,5
red,ruby,5.75
red,sand,2.3333333333333335
red,sauce,3
red,scissors,3
red,seat,2.5
red,shirt,3
red,shoe,3
red,shoot,2.5
red,side,3
red,sifter,2.6666666666666665
red,sky,2.3333333333333335
red,snake,2.6666666666666665
red,spot,3
red,square,2.6666666666666665
red,squirrel,2.75
red,stair,2.25
red,star,3
red,strawberry,6.25
red,street,2
red,string,2.6666666666666665
red,stripe,3
red,suit,3
red,sun,2
red,sweet,2.3333333333333335
red,tail,2
red,tape,2.3333333333333335
red,taste,1
red,tie,2.6666666666666665
red,tights,3
red,tomato,5.666666666666667
red,tongue,4.333333333333333
red,top,3
red,towel,3
red,tower,3
red,toy,3
red,track,2.3333333333333335
red,tractor,3.25
red,train,2.6666666666666665
red,tree,3
red,triangle,2.5
red,tricycle,3.3333333333333335
red,truck,3
red,turtle,1.5
red,van,3
red,wagon,3.3333333333333335
red,whale,1.3333333333333333
red,wheel,2.3333333333333335
red,white,1.5
red,wine,4.5
red,wing,2.3333333333333335
red,worm,1.6666666666666667
refrigerator,door,3
report,card,3
rice,cake,2.3333333333333335
rice,milk,2
rice,pud,2
riding,horse,4
riding,toy,2.6666666666666665
ring,dart,2.3333333333333335
river,fishing,3.5
river,path,2.6666666666666665
river,shack,2
road,license,4
road,racing,4
road,sign,3
road,track,3.75
roast,beef,3.5
roast,lamb,3.5
roast,marshmallow,2.6666666666666665
roast,potato,3
robot,head,1.6666666666666667
rock,crowd,3
rock,honey,1.6666666666666667
rock,music,3.6666666666666665
rock,pool,2
rocket,ship,2.3333333333333335
rocket,shot,2
rocky,truck,1
rod,car,1
roll,marble,7
roll,shot,2
roller,coaster,2.6666666666666665
rolling,ball,4.25
rolling,pin,2.5
rolling,robot,3
roof,rack,2.5
roof,ventilation,3.5
room,bathroom,5
room,clock,4.666666666666667
room,closet,2.5
room,door,4.666666666666667
room,slipper,4.333333333333333
room,suite,4
room,sweet,1
room,table,5.5
root,bedding,1.5
root,beer,3
root,rot,2
rope,ladder,2.6666666666666665
rope,walker,2.5
round,ball,6.5
round,bird,3
round,body,3
round,carpet,3
round,case,3
round,circle,7
round,clock,3.5
round,corner,3
round,cracker,4.333333333333333
round,edge,2.25
round,egg,5
round,field,2.6666666666666665
round,glasses,4.75
round,globe,7
round,hand,2.5
round,hole,5
round,hoop,6.333333333333333
round,knob,4.5
round,mark,3
round,one,3
round,penny,6.75
round,pond,3
round,pumpkin,5.666666666666667
round,puzzle,2.75
round,scissors,1.6666666666666667
round,side,3
round,skull,3
round,spot,2.6666666666666665
round,sun,6.5
round,table,3.5
round,tablet,2.75
round,tower,3
round,track,4.5
round,tree,4
round,wall,1.6666666666666667
round,wheel,6.75
row,honey,1.5
rubber,band,2.6666666666666665
rubber,book,1.25
rugby,player,3
rum,truffle,1.6666666666666667
rusty,bucket,3
rusty,nail,4
safari,hat,2.5
sail,boat,3
sailor,collar,2
salad,sandwich,2
salmon,leaping,2.6666666666666665
salmon,salad,2.6666666666666665
salmon,sandwich,2.5
salty,egg,2.3333333333333335
salty,wave,1.5
sand,block,2.3333333333333335
sand,box,2.5
sand,castle,3
sand,sheep,1
sand,swell,2.5
sand,table,2
sand,toy,2.3333333333333335
sandwich,bar,2.3333333333333335
sandwich,box,2.3333333333333335
sash,window,2
satellite,dish,2.75
saucepan,lid,3
saucepan,spoon,2.6666666666666665
saucer,guy,2
saw,blade,4
saw,puzzle,1.5
scaly,skin,2.3333333333333335
scar,scar,7
scavenger,hunt,4.5
school,book,3.5
school,boy,4
school,bus,4.25
school,call,2.5
school,day,4
school,girl,5
school,playground,4.25
school,report,3
school,room,3
school,teacher,6
scoop,game,2.5
scout,badge,3
scout,group,2.6666666666666665
scout,tent,3
scrap,heap,3.3333333333333335
scrap,paper,4
scrap,yard,2.5
screen,door,3.3333333333333335
screw,driver,3.3333333333333335
scribble,ball,2
sea,baby,2
sea,food,3
sea,green,2.5
sea,horse,2.75
sea,mammal,3.3333333333333335
sea,picture,2.3333333333333335
sea,shell,4
sea,turtle,3
sea,urchin,4.666666666666667
seaside,cart,2
seat,belt,4
secretary,table,2.5
secretary,treasurer,3
seedless,grape,3.3333333333333335
sewer,line,2.3333333333333335
sewing,machine,2.75
shadow,line,2
shadow,puppet,2
shake,glove,1.5
shaking,ball,2
shark,game,2
shark,piece,2
shave,rash,3
shaving,mirror,3
sheet,pan,3
sheet,side,2.5
shell,suit,1.25
shelve,divider,3
shield,brooch,2.6666666666666665
shirt,top,4
shoe,bleeding,1
shoe,horn,2.6666666666666665
shoe,museum,2
shoe,polish,3
shoe,rack,4.25
shoe,room,2.3333333333333335
shoe,shop,2.6666666666666665
shoe,store,2.3333333333333335
shoe,wax,2
shop,book,1.5
shop,envelope,2
shop,floor,3
shore,island,4.333333333333333
shortbread,cookie,2.3333333333333335
shot,guns,4
shovel,fork,2
shovel,honey,1.5
shovel,scoop,3
show,office,2
shower,curtain,3.6666666666666665
shower,tray,2.3333333333333335
shrub,border,2.6666666666666665
sickle,cell,2
sidewalk,chalk,4
sign,gate,2.6666666666666665
silk,worm,3
silky,blanket,3
silky,ear,2
silky,mask,3
silky,thread,2.75
silver,beard,2.6666666666666665
silver,bell,3.5
silver,car,3.3333333333333335
silver,green,1.3333333333333333
silver,line,2.6666666666666665
silver,packet,1.75
silver,penny,1.3333333333333333
silver,ship,3.6666666666666665
singing,bud,1
singing,contest,3.3333333333333335
singing,dog,1.5
singing,drawer,1.3333333333333333
singing,mama,2.3333333333333335
singing,mommy,3.5
singing,song,6.333333333333333
singing,voice,3
sinus,infection,3.3333333333333335
sirloin,steak,4
sister,church,1.5
sister,elephant,3.6666666666666665
sister,fight,2
sister,game,1.5
skate,board,3.6666666666666665
skate,boarding,3.5
skating,girl,2.5
sketchbook,pad,4
ski,pants,2
skirt,stain,3
skittle,gum,2
skunk,baby,3
skunk,burger,1.6666666666666667
skunk,salad,1
skunk,stew,1.3333333333333333
sky,blow,1
sky,color,2.6666666666666665
sky,day,1
sky,diving,2.5
sky,piece,2
slam,dunk,3
slap,clap,2
slap,hand,2.5
slate,mine,2.3333333333333335
slave,driver,2
sleep,till,1
sleep,walk,2.3333333333333335
sleep,walking,2.5
sleeping,bag,2.5
sleeping,dolphin,3
sleeping,policeman,2
sleeve,shirt,4.666666666666667
sleeveless,suit,2
sleeveless,top,3.3333333333333335
sleigh,bell,2
sliced,cheese,4
sliced,potato,3.5
slide,honey,1.3333333333333333
slide,leg,2
slide,watch,1.5
slim,chap,3.5
slim,girl,4
slipper,sock,3.25
slippery,balloon,4
slippery,bug,2
slippery,ice,6.333333333333333
slippery,leg,2
slippery,soap,4.666666666666667
slippery,sock,2.5
slope,test,2.3333333333333335
slope,testing,2.3333333333333335
slot,machine,3.6666666666666665
smiley,ball,2.3333333333333335
smiley,cake,2.3333333333333335
smiley,face,4
smiley,girl,3
smiley,guy,3
smiley,one,1
smiley,sticker,2.6666666666666665
smiley,sun,1.5
smoke,alarm,3.6666666666666665
smoke,machine,2
smoke,salmon,4.333333333333333
smoke,stack,2.3333333333333335
smoke,tablet,2
smoke,top,2
smoky,circle,2
smooch,dance,1.3333333333333333
snack,bar,2.75
snack,boy,1
snack,game,2.5
snack,honey,2.5
snake,tongue,3
snare,drum,2.75
snow,ball,2.25
snow,book,2
snow,boot,4.5
snow,clothes,2.6666666666666665
snow,dog,2
snow,falling,3.5
snow,fight,2.25
snow,flake,3.6666666666666665
snow,hill,2.75
snow,king,2.3333333333333335
snow,leopard,2.6666666666666665
snow,linen,1.5
snow,man,3
snow,melt,3
snow,night,2.3333333333333335
snow,ninja,2
snow,pants,2.75
snow,seal,2.3333333333333335
snow,shovel,5
snow,tiger,3
snow,tire,2.75
snow,wheel,2
snowman,melt,1.5
snowy,day,3
soap,bottle,2.6666666666666665
soap,counter,2
soap,juice,1
soapy,bubble,3.6666666666666665
soapy,water,3
soccer,ball,3.25
soccer,player,2
soda,bread,1.6666666666666667
solar,battery,3
solar,eclipse,3.6666666666666665
solar,house,2.3333333333333335
solar,shop,2
soldier,crab,2
solid,block,4.5
solid,bronze,4
solid,color,4.666666666666667
solid,door,5.666666666666667
solid,feed,4
solid,food,5.25
solid,hedge,2.75
solid,house,5.333333333333333
solid,line,4.75
solid,path,3.75
solid,piece,4.333333333333333
solid,rain,2.25
solid,smack,3.6666666666666665
solid,tape,4.666666666666667
song,book,3
song,mommy,1
song,sheet,4
soup,kitchen,2.3333333333333335
soy,milk,2.6666666666666665
soy,sauce,3
spa,camera,3
spaghetti,meatball,3.3333333333333335
spaghetti,porridge,1
spanking,spot,2.5
sperm,cell,2.3333333333333335
spider,guy,2
spider,head,2
spider,leg,2.5
spider,monkey,2.5
spider,ring,2
spider,web,5.25
spiky,fish,2.6666666666666665
spinach,dip,3
spiral,grip,2
spiral,nail,1
spittle,bug,2
split,cup,2
spot,check,3.3333333333333335
spray,bottle,3.6666666666666665
spray,bubble,2
square,balloon,1.25
square,block,5
square,box,5
square,face,1
square,knot,2
square,lemon,1
square,mommy,2
square,net,3
square,pan,2.6666666666666665
square,paper,4.666666666666667
square,piece,2.6666666666666665
square,pretzel,1.5
square,side,3
square,tree,1
square,yard,3
squid,soda,1
squirt,gun,3
squirt,guns,2.6666666666666665
squirt,toy,3
staff,entertainment,3
stag,group,2.5
stage,spot,2.3333333333333335
stain,varnish,2.5
stair,carpet,3
stairs,toy,2
stall,light,2
stamp,pad,3.3333333333333335
stand,firm,3.5
stand,point,2
standing,penguin,4.25
standing,wall,5.333333333333333
star,command,2
star,fish,2.25
star,hotel,1.5
star,red,2.3333333333333335
star,sticker,4.5
station,sign,2.6666666666666665
statue,toy,2.6666666666666665
steam,engine,3
steam,roller,3.3333333333333335
steam,shovel,1.6666666666666667
steam,spot,2.5
steel,worker,2.6666666666666665
steering,wheel,4.75
stegosaurus,strike,1
step,mother,3.25
step,stool,4.5
stereo,computer,1.6666666666666667
stew,pot,3.25
stick,bug,3
stick,person,2.75
sticker,book,2.5
stock,room,3
stomach,bug,3
stone,coating,2.3333333333333335
stone,cup,2
stone,letter,1.5
stone,wall,3.6666666666666665
store,lady,3
store,room,3
stove,cast,2
straw,baby,1.5
straw,cup,3
strawberry,bar,2
strawberry,chocolate,3
strawberry,color,3.6666666666666665
strawberry,cookie,2.6666666666666665
strawberry,cream,3
strawberry,flower,2
strawberry,juice,3
strawberry,lemonade,3
strawberry,milk,3
strawberry,oatmeal,3
strawberry,patch,2.6666666666666665
strawberry,sauce,2.3333333333333335
strawberry,yogurt,3
street,car,4
street,corner,3
street,lighting,4.333333333333333
street,shop,4.333333333333333
street,sweeper,2.3333333333333335
string,bean,2.6666666666666665
string,puppet,4.25
striped,fish,2.6666666666666665
striped,worm,3
stroke,room,1.5
stroller,baby,2.3333333333333335
stroller,toy,2.75
stud,dog,3
student,band,2.6666666666666665
student,bar,2.3333333333333335
student,nurse,3
stuffed,animal,3
stuffed,crocodile,3
stuffed,mushroom,3
stuffed,puppy,2.6666666666666665
stump,grinder,2
suction,cup,2.5
sugar,bowl,3
sugar,cone,2.6666666666666665
sugar,cookie,4
sugar,cube,3
sugar,dough,3
sugar,fat,3
sugar,mama,2.5
sugar,man,1
sugar,oatmeal,2.6666666666666665
sugar,plum,3
sugar,snack,3.3333333333333335
sugar,spoon,2.5
sugar,syrup,3.3333333333333335
sugar,water,2.3333333333333335
suite,room,2
suite,shower,2.5
suite,tile,2
sun,block,2.25
sun,lotion,3.6666666666666665
sun,rise,4
sunflower,seed,4.25
sunny,day,4.666666666666667
sunny,path,4
sunny,road,3
sunny,seat,2.6666666666666665
sunny,side,2.6666666666666665
sunny,spot,3
sunset,sky,3
sunshine,eye,1.5
surf,board,2.6666666666666665
surface,dwelling,6
survey,photograph,2.6666666666666665
swamp,land,3
sweat,gland,3
sweat,pants,3
sweat,shirt,3
sweat,top,2.5
sweatshirt,top,3.3333333333333335
sweet,baby,3.5
sweet,boy,3.25
sweet,bread,3
sweet,chocolate,5.333333333333333
sweet,cloth,1.5
sweet,cocoa,4.75
sweet,drink,4.25
sweet,gift,2.3333333333333335
sweet,girl,3
sweet,granny,3.5
sweet,guy,4
sweet,hay,2
sweet,heart,3
sweet,home,3
sweet,honey,6
sweet,mama,3
sweet,onion,4
sweet,packet,2.6666666666666665
sweet,pea,3
sweet,pepper,4.333333333333333
sweet,person,4.25
sweet,pie,5
sweet,potato,4
sweet,sauce,3.3333333333333335
sweet,shrimp,2
sweet,tasting,3.6666666666666665
sweet,tooth,3
sweet,violet,2
swim,dolphin,5.666666666666667
swim,shoe,2
swim,trunk,2.3333333333333335
swimming,guy,2.3333333333333335
swimming,pool,5.333333333333333
swimming,suit,3
swimming,teacher,2
sword,fight,3.6666666666666665
sycamore,tree,2.6666666666666665
table,cloth,3
table,honey,2.6666666666666665
table,leg,3.25
table,tennis,4
tail,piece,2
taller,bed,3
taller,ceiling,3
taller,leg,2
taller,one,3
taller,spoon,2.6666666666666665
taller,tower,3
tan,car,2.3333333333333335
tan,lotion,3
tan,wig,3
tank,top,2.3333333333333335
tap,dance,2.3333333333333335
tape,head,1.5
tape,measure,2.6666666666666665
tape,player,4
tape,recorder,3.3333333333333335
tar,pit,2.6666666666666665
tartar,taste,2.25
tattoo,heart,2.6666666666666665
taxi,driver,2.5
taxi,man,2.6666666666666665
tea,bag,2.75
tea,cake,2
tea,cup,4.5
tea,pickle,1.6666666666666667
tea,pot,3.75
tea,room,2
tea,towel,3
teacher,day,3
teapot,water,2.6666666666666665
teddy,bear,3
teddy,book,1.5
teddy,home,1.5
teddy,snack,2
teddy,workshop,2.3333333333333335
tee,shirt,3.5
teen,movie,3
telephone,box,2.3333333333333335
telephone,call,5.5
telephone,cord,2.6666666666666665
telephone,point,1.3333333333333333
telephone,ringing,4
television,actress,3.75
television,licence,2.5
tennis,ball,2.75
tennis,court,3.5
tennis,racket,4.75
tennis,shoe,3
tent,stall,2.6666666666666665
terrace,house,2.75
test,barometer,3
text,book,6
thick,branch,3.75
thick,canopy,3
thick,cheese,3
thick,clip,2.5
thick,eyelash,4
thick,gland,2.6666666666666665
thick,hair,3
thick,head,2.6666666666666665
thick,inch,2
thick,loaf,3.3333333333333335
thick,marker,3.3333333333333335
thick,marmalade,5.333333333333333
thick,model,2.6666666666666665
thick,mud,4
thick,mustache,3.6666666666666665
thick,noodle,2.5
thick,one,2
thick,person,3
thick,piece,3
thick,player,2
thick,point,2.25
thick,rope,3.3333333333333335
thick,sandwich,3
thick,soup,3.6666666666666665
thick,tights,3
thick,wood,3.75
thistle,patch,2.3333333333333335
thistle,spud,1
thorn,bush,3
throat,honey,1.3333333333333333
throw,ball,3.5
throw,cheerio,1
throw,garbage,1.5
throw,pillow,3.6666666666666665
throw,toy,3
thumb,piano,1
thyroid,infection,2.3333333333333335
tie,back,2
tiger,baby,2.3333333333333335
tiger,costume,2.6666666666666665
tiger,picture,2.3333333333333335
tightrope,walker,2
tile,floor,3.6666666666666665
tile,pattern,2.6666666666666665
till,lunch,3
till,man,2.3333333333333335
till,receipt,4.333333333333333
till,roll,1
timber,fencing,4
timber,mantel,3
timer,switch,3.5
tin,can,3.3333333333333335
tin,tray,3
tip,toe,2.3333333333333335
tire,mold,2.3333333333333335
tire,swing,3
tissue,paper,4.5
tit,box,1
toast,cheese,1.6666666666666667
toast,stick,3
tobacco,jar,2.3333333333333335
tobacco,tin,2
toboggan,stomach,1
toddler,bed,3
toddler,toy,4
toe,rag,1.5
toe,soup,1
toilet,handle,3.6666666666666665
toilet,mother,1.3333333333333333
toilet,paper,3.5
toilet,seat,3
tom,cat,3.3333333333333335
tomato,house,2
tomato,sauce,4
tonic,glass,2.5
tonic,water,2.5
tool,box,3
tool,repair,3
tool,side,2
tooth,book,1.3333333333333333
tooth,brush,3.6666666666666665
tooth,fairy,4.333333333333333
tooth,mark,2
tooth,paste,2.6666666666666665
top,ball,2
top,bar,2.5
top,branch,3.25
top,buckle,2
top,bunk,4
top,butter,3.5
top,cap,3.6666666666666665
top,card,3
top,coat,3
top,corner,3.3333333333333335
top,cream,2.6666666666666665
top,drawer,3.6666666666666665
top,edge,2.6666666666666665
top,floor,3
top,garden,2
top,gear,3
top,grill,3.3333333333333335
top,handle,3
top,hat,2.5
top,hit,2
top,hunter,2.5
top,lid,3.6666666666666665
top,line,2.6666666666666665
top,lip,3.75
top,model,2.6666666666666665
top,molar,3.6666666666666665
top,oven,3
top,penthouse,4.75
top,piece,2.6666666666666665
top,potato,1.5
top,prize,3.5
top,refrigerator,2.6666666666666665
top,row,3
top,shelf,3
top,shop,2
top,side,3
top,step,2.5
top,tap,2.5
top,tooth,3.3333333333333335
top,trainer,3.5
top,window,3
toucan,bird,2.3333333333333335
town,clerk,4
town,dump,2.6666666666666665
toy,baby,3
toy,bag,2.75
toy,basket,3.5
toy,bin,3
toy,block,3.5
toy,board,2.25
toy,box,3.3333333333333335
toy,boy,2.5
toy,bus,2.3333333333333335
toy,car,3
toy,closet,3
toy,house,2.6666666666666665
toy,lizard,2.6666666666666665
toy,man,2.3333333333333335
toy,mom,2
toy,puppy,3
toy,ship,3
toy,soldier,3
toy,store,3
toy,train,3
toy,tub,2.3333333333333335
track,record,3
track,suit,3
tracksuit,bottom,2.75
traffic,jam,2.6666666666666665
traffic,light,4
train,car,3.5
train,dancing,2
train,fare,3.3333333333333335
train,gate,2.5
train,line,3
train,money,2
train,piece,2.3333333333333335
train,ride,3.3333333333333335
train,station,3
train,table,2.6666666666666665
train,track,3
train,yard,2.6666666666666665
transporter,company,2.75
trash,bear,2
trash,bin,4
trash,block,2
trash,book,1
trash,call,1.5
trash,can,3.6666666666666665
trash,car,1
trash,game,1
trash,man,2
trash,truck,3.25
trash,yard,3
treasure,chest,4
tree,bark,4.333333333333333
tree,branch,5.5
tree,farm,3.3333333333333335
tree,frog,3
tree,house,2.6666666666666665
tree,top,2.25
tree,trunk,4
triangle,piece,2
triangle,roof,3
triangle,toast,2.6666666666666665
triceratops,sand,1
trigger,fish,2
troll,bridge,2
troll,person,2.3333333333333335
trout,ball,1.25
truck,book,2.5
truck,honey,1
truck,mom,2.3333333333333335
truck,piece,2.3333333333333335
trucks,call,1
tub,seat,1.6666666666666667
tub,toy,3
tube,company,2
tube,line,2
tuna,fish,2.6666666666666665
turkey,breast,3
turkey,chip,1.25
turkey,dog,1.6666666666666667
turkey,leg,2.6666666666666665
turkey,sandwich,3
turkey,sty,1.6666666666666667
turtle,brown,1.5
turtle,hat,2
turtle,magazine,2
turtle,orange,1.25
turtle,pink,1
turtle,purple,1.5
turtle,shell,2
turtle,tank,1
tv,company,3
tv,day,2
tv,retailer,3
twin,deck,2.6666666666666665
twin,room,1.5
twin,tub,1.5
ultrasound,picture,2.5
umbrella,handle,2.5
umbrella,stick,2.5
umbrella,tree,1
unbuttoned,jacket,4.333333333333333
unbuttoned,pants,3.3333333333333335
uniform,skirt,3.5
upstairs,bed,3.5
upstairs,brush,1.5
upstairs,cafe,2.6666666666666665
upstairs,flat,3
upstairs,sleeping,4.333333333333333
upstairs,stair,3.5
upstairs,tape,1.6666666666666667
upstairs,toy,1.6666666666666667
vampire,zombie,1
van,window,2.3333333333333335
vanilla,chocolate,2
vanilla,cookie,2.5
vanilla,pudding,3.5
vanilla,wafer,3
varnish,paint,3.6666666666666665
varnish,stain,2.5
varnish,stripper,4
vegetable,oil,3.5
vegetable,salad,5
vegetable,soup,4.25
veggie,cheese,2
velcro,latch,2
velvet,slipper,2.75
velvety,calf,1.5
velvety,horse,2.6666666666666665
video,camera,4.333333333333333
video,player,3
video,recorder,3.6666666666666665
video,store,2.6666666666666665
video,tape,3.3333333333333335
village,hall,3
vinegar,bottle,2.5
violet,light,2
violin,group,1.75
violin,teacher,3
vitamin,drop,2.3333333333333335
vitamin,pill,3.25
voice,key,2.3333333333333335
walk,hotel,1.5
walk,path,3
walking,boot,4.5
walking,snake,1
walking,stick,3
wall,clock,4.25
wall,drawer,2.25
wall,light,4.5
wall,tile,3.5
wall,tiling,3
wash,basin,4
wash,cloth,4
wash,room,3
washing,line,2.3333333333333335
washing,machine,2.5
washing,powder,3.6666666666666665
washing,wall,2
wastepaper,basket,3.3333333333333335
watch,strap,3
water,board,2.5
water,boil,3.6666666666666665
water,bottle,3.5
water,bridge,5.333333333333333
water,bucket,3.3333333333333335
water,bud,2.5
water,drip,4.666666666666667
water,feed,2.3333333333333335
water,filter,4
water,fountain,5.75
water,gun,3
water,honey,1
water,kitty,1
water,line,2.6666666666666665
water,man,2
water,melon,4.5
water,mom,1.5
water,park,2.5
water,pill,2.5
water,pipe,3
water,plant,3.3333333333333335
water,ride,3
water,running,3
water,spout,4.333333333333333
water,swim,6.333333333333333
water,table,2.6666666666666665
water,tank,3
water,tap,3
water,test,1.6666666666666667
water,tower,3
water,toy,2.5
water,washing,4.5
wax,coat,2.5
wax,jacket,1
wax,paper,2.6666666666666665
web,shooter,2.3333333333333335
web,site,5.25
wedding,day,4
wedding,dress,2.6666666666666665
wedding,ring,4
weenie,firefly,1.3333333333333333
weenie,hair,1.5
weeping,willow,3.25
weight,bag,2.6666666666666665
welding,rod,2
wet,baby,3
wet,ball,2
wet,bird,3
wet,bucket,3
wet,bud,2
wet,clothes,3
wet,day,3.25
wet,diaper,3.3333333333333335
wet,face,2.6666666666666665
wet,filter,2.5
wet,floor,3.25
wet,foot,2.6666666666666665
wet,girl,2.3333333333333335
wet,glue,4
wet,grandpa,2.3333333333333335
wet,hair,3
wet,hand,2.75
wet,honey,5
wet,house,2.5
wet,kiss,4.666666666666667
wet,man,2.25
wet,mommy,2.3333333333333335
wet,pants,2.3333333333333335
wet,panty,3.6666666666666665
wet,pile,3
wet,post,1.6666666666666667
wet,rag,4.333333333333333
wet,rain,7
wet,road,3
wet,rug,2.3333333333333335
wet,sand,4.333333333333333
wet,shirt,2.6666666666666665
wet,shoe,2.6666666666666665
wet,slab,3
wet,snow,4.666666666666667
wet,spot,3.6666666666666665
wet,sticker,2.6666666666666665
wet,suit,2
wet,tarmac,2.6666666666666665
wet,towel,3.5
wet,wash,4.25
wet,washing,6
wet,water,7
wet,whisker,3
wet,wipe,3.5
whale,hat,1.3333333333333333
whale,laugh,1.5
whale,shark,2.6666666666666665
whale,song,2.25
whale,squirt,2
whale,throw,1.3333333333333333
wheat,cookie,3.3333333333333335
wheat,cracker,3.5
wheat,flour,3
wheel,chair,3
wheelie,bin,2
whey,curd,4.666666666666667
whisky,drop,2
whisky,ginger,2
wife,battering,3
wig,hair,2.3333333333333335
wiggle,dancing,2.6666666666666665
wiggle,worm,4.333333333333333
wildlife,park,3.5
willow,tree,2.5
window,frame,3
window,sill,5
wine,glasses,3
wine,purse,1.75
wine,sherry,4.333333333333333
wine,wine,7
wing,color,2
wing,mirror,2
wire,hair,2
wire,sandwich,1
witch,castle,2
witch,hair,2
wolf,hound,5
wolf,whisper,1.3333333333333333
woman,drop,2
woman,show,3.6666666666666665
woman,sitting,3.3333333333333335
wood,basket,2.3333333333333335
wood,box,3
wood,chip,3.5
wood,cylinder,2.3333333333333335
wood,hardware,4
wood,sculpture,3
wood,window,2.3333333333333335
wood,worm,2.3333333333333335
wooden,animal,2
wooden,board,3
wooden,box,3.5
wooden,button,2.3333333333333335
wooden,chair,4
wooden,door,4
wooden,floor,3.6666666666666665
wooden,hammer,2.75
wooden,horse,3.3333333333333335
wooden,leg,3.3333333333333335
wooden,one,2
wooden,piece,3
wooden,platter,2.6666666666666665
wooden,puzzle,3.6666666666666665
wooden,reel,2.6666666666666665
wooden,shoe,2
wooden,side,3.5
wooden,spoon,3
wooden,stair,3.3333333333333335
wooden,stick,5
wooden,sword,2
wooden,table,4.75
wooden,track,2.6666666666666665
wooden,train,2.5
wooden,trough,4.333333333333333
woolly,sheep,5.333333333333333
worker,man,2.6666666666666665
world,cup,2
world,sea,1.6666666666666667
world,star,1.6666666666666667
worm,belly,2
worm,bin,2
worm,contract,2
worm,food,3
worm,hug,1
worm,poop,2.5
worm,soup,3.5
worm,stew,1.5
worm,tissue,1.3333333333333333
wrap,present,4
wrapping,paper,3
wrestling,guy,2
wrist,watch,5.333333333333333
yard,clipping,2.3333333333333335
yard,tent,2.5
yarn,basket,2.5
yellow,airplane,2.6666666666666665
yellow,apple,3
yellow,arrow,2.5
yellow,baby,1.6666666666666667
yellow,back,2
yellow,bag,2.6666666666666665
yellow,ball,3.6666666666666665
yellow,balloon,3
yellow,banana,6
yellow,bar,2.3333333333333335
yellow,barrel,2.3333333333333335
yellow,bead,2.5
